word,frequency,type,gender,dictionaryForm,languageLevel,english
sabrán,25,verb,other,saber,B1,they will know
métodos,25,noun,masculine,método,B1,methods
huéspedes,25,noun,masculine,huésped,B1,guests
crean,25,verb,other,crear,B1,to create
preocupen,25,verb,other,preocupar,B1,to worry
determinar,25,verb,other,determinar,B1,to determine
ópera,25,noun,feminine,ópera,B1,opera
corten,25,verb,other,cortar,B1,to cut
peligrosos,25,adjective,masculine,peligroso,B1,dangerous
asesinados,25,verb,other,asesinar,B1,murdered
sentirte,25,verb,other,sentirse,B1,to feel
equilibrio,25,noun,masculine,equilibrio,B1,balance
lograrlo,25,verb,other,lograr,B1,to achieve it
culpar,25,verb,other,culpar,B1,to blame
crecí,25,verb,other,crecer,B1,I grew
certeza,25,noun,feminine,certeza,B1,certainty
molestando,25,verb,other,molestar,B1,bother
hechas,25,adjective,feminine,hecho,B1,made
olvidas,25,verb,other,olvidar,B1,forget
escondiendo,25,verb,other,esconder,B1,hiding
aterrizaje,25,noun,masculine,aterrizaje,B1,landing
aceptarlo,25,verb,other,aceptarlo,B1,to accept it
métete,25,verb,other,meterse,B1,get in
ordenado,25,adjective,masculine,ordenado,B1,organized
confuso,25,adjective,masculine,confuso,B1,confusing
moderno,25,adjective,masculine,moderno,B1,modern
responsables,25,adjective,masculine,responsable,B1,responsible
registrado,25,adjective,masculine,registrado,B1,registered
consejero,25,noun,masculine,consejero,B1,counselor
sacaré,25,verb,other,sacar,B1,I will take out
vergonzoso,25,adjective,masculine,vergonzoso,B1,shameful
distintos,25,adjective,masculine,distinto,B1,different
fingiendo,25,verb,other,fingir,B1,pretending
significaba,25,verb,other,significar,B1,meant
mensajero,25,noun,masculine,mensajero,B1,messenger
impulso,25,noun,masculine,impulso,B1,impulse
pensaría,25,verb,other,pensar,B1,would think
contratado,25,adjective,masculine,contratado,B1,hired
conozcas,25,verb,other,conocer,B1,you know
utilizando,25,verb,other,utilizar,B1,utilizing
propiedades,25,noun,feminine,propiedad,B1,properties
explicaré,25,verb,other,explicar,B1,I will explain
aseguraré,25,verb,other,asegurar,B1,I will assure
crítica,25,noun,feminine,crítica,B1,criticism
necesitabas,25,verb,other,necesitar,B1,you needed
británicos,25,adjective,masculine,británico,B1,British
ciega,25,adjective,feminine,ciego,B1,blind
democracia,25,noun,feminine,democracia,B1,democracy
protege,25,verb,other,proteger,B1,protect
papeleo,25,noun,masculine,papeleo,B1,paperwork
miseria,25,noun,feminine,miseria,B1,misery
conocías,25,verb,other,conocer,B1,you knew
contenido,25,noun,masculine,contenido,B1,content
razon,25,noun,feminine,razón,B1,reason
aliados,25,noun,masculine,aliado,B1,allies
ofender,24,verb,other,ofender,B1,to offend
subido,24,adjective,masculine,subido,B1,raised
enfermería,24,noun,feminine,enfermería,B1,nursing
entienda,24,verb,other,entender,B1,understand
dejarán,24,verb,other,dejar,B1,they will leave
superiores,24,noun,masculine,superior,B1,superiors
dispuestos,24,adjective,masculine,dispuesto,B1,willing
ascenso,24,noun,masculine,ascenso,B1,promotion
comenzando,24,verb,other,comenzar,B1,starting
delicado,24,adjective,masculine,delicado,B1,delicate
incluye,24,verb,other,incluir,B1,includes
estabamos,24,verb,other,estar,B1,we were
llevaste,24,verb,other,llevar,B1,you took
atado,24,adjective,masculine,atado,B1,tied
oir,24,verb,other,oír,B1,to hear
sorprendió,24,verb,other,sorprender,B1,surprised
salvarte,24,verb,other,salvar,B1,to save (you)
soñar,24,verb,other,soñar,B1,to dream
localizar,24,verb,other,localizar,B1,to locate
desesperada,24,adjective,feminine,desesperada,B1,desperate
águila,24,noun,feminine,águila,B1,eagle
rebeldes,24,noun,masculine,rebelde,B1,rebels
dispararle,24,verb,other,disparar,B1,to shoot
jodas,24,verb,other,joder,B1,to bother
regresé,24,verb,other,regresar,B1,I returned
secuestrado,24,adjective,masculine,secuestrado,B1,kidnapped
aprendiendo,24,verb,other,aprender,B1,learning
quitarme,24,verb,other,quitarse,B1,to take off (oneself)
entraste,24,verb,other,entrar,B1,you entered
medicación,24,noun,feminine,medicación,B1,medication
creías,24,verb,other,creer,B1,you believed
ácido,24,noun,masculine,ácido,B1,acid
agresión,24,noun,feminine,agresión,B1,aggression
detenerme,24,verb,other,detener,B1,to stop
órganos,24,noun,masculine,órgano,B1,organs
situaciones,24,noun,feminine,situación,B1,situations
debamos,24,verb,other,deber,B1,we must
múltiples,24,adjective,feminine,múltiple,B1,multiple
apártate,24,verb,other,apartarse,B1,move away
cretino,24,noun,masculine,cretino,B1,cretin
obtuvo,24,verb,other,obtener,B1,obtained
quedara,24,verb,other,quedar,B1,to remain
acabaron,24,verb,other,acabar,B1,they finished
quirófano,24,noun,masculine,quirófano,B1,operating room
aéreo,24,adjective,masculine,aéreo,B1,aerial
riqueza,24,noun,feminine,riqueza,B1,wealth
separado,24,adjective,masculine,separado,B1,separated
observación,24,noun,feminine,observación,B1,observation
deténgase,24,verb,other,detenerse,B1,stop
voluntario,24,noun,masculine,voluntario,B1,volunteer
reunirse,24,verb,other,reunirse,B1,to meet
confirmado,24,adjective,masculine,confirmado,B1,confirmed
vano,24,adjective,masculine,vano,B1,vain
diremos,24,verb,other,decir,B1,we will say
gigantes,24,noun,masculine,gigante,B1,giant
lesbiana,24,adjective,feminine,lesbiana,B1,lesbian
ayuntamiento,24,noun,masculine,ayuntamiento,B1,town hall
acceder,24,verb,other,acceder,B1,to access
comprometido,24,adjective,masculine,comprometido,B1,committed
sentar,24,verb,other,sentar,B1,to sit
ansioso,24,adjective,masculine,ansioso,B1,anxious
despertado,24,verb,other,despertar,B1,awakened
mantenerte,24,verb,other,mantener,B1,to maintain
suplico,24,verb,other,suplicar,B1,I beg
demos,24,verb,other,demostrar,B1,to demonstrate
olvidarlo,24,verb,other,olvidar,B1,to forget it
mencionado,24,adjective,masculine,mencionado,B1,mentioned
interno,24,adjective,masculine,interno,B1,internal
pacífico,24,adjective,masculine,pacífico,B1,peaceful
obligación,24,noun,feminine,obligación,B1,obligation
hablará,24,verb,other,hablar,B1,he/she will speak
comunista,24,adjective,masculine,comunista,B1,communist
espías,24,noun,masculine,espía,B1,spy
arreglaré,24,verb,other,arreglar,B1,I will fix
coincide,24,verb,other,coincidir,B1,to coincide
servido,24,verb,other,servir,B1,to serve
asegurarnos,24,verb,other,asegurar,B1,to assure
filosofía,24,noun,feminine,filosofía,B1,philosophy
pillado,24,adjective,masculine,pillado,B1,caught
volviera,24,verb,other,volver,B1,to return
veredicto,24,noun,masculine,veredicto,B1,verdict
regresará,24,verb,other,regresar,B1,will return
cubre,24,verb,other,cubrir,B1,to cover
terminemos,24,verb,other,terminar,B1,let's finish
concentración,24,noun,feminine,concentración,B1,concentration
dejarnos,24,verb,other,dejar,B1,to let us/leave us
déjanos,23,verb,other,dejar,B1,let us
cargado,23,adjective,masculine,cargado,B1,loaded
expertos,23,noun,masculine,experto,B1,experts
afecto,23,noun,masculine,afecto,B1,affection
sonreír,23,verb,other,sonreír,B1,to smile
volvía,23,verb,other,volver,B1,I/you/he/she/it was returning
protegiendo,23,verb,other,proteger,B1,protecting
desconocida,23,adjective,feminine,desconocida,B1,unknown
oírte,23,verb,other,oír,B1,to hear you
cristiano,23,adjective,masculine,cristiano,B1,Christian
invasión,23,noun,feminine,invasión,B1,invasion
permanece,23,verb,other,permanecer,B1,to remain
habríamos,23,verb,other,haber,B1,we would have
despertó,23,verb,other,despertar,B1,woke up
mantenerse,23,verb,other,mantenerse,B1,to remain
votación,23,noun,feminine,votación,B1,vote
heredero,23,noun,masculine,heredero,B1,heir
atravesar,23,verb,other,atravesar,B1,to cross
traerá,23,verb,other,traer,B1,will bring
engañando,23,verb,other,engañar,B1,deceiving
esfuerzos,23,noun,masculine,esfuerzo,B1,efforts
moriré,23,verb,other,morir,B1,I will die
permíteme,23,verb,other,permitir,B1,let me
creíste,23,verb,other,creer,B1,you believed
liberado,23,adjective,masculine,liberado,B1,released
romántica,23,adjective,feminine,romántica,B1,romantic
corresponde,23,verb,other,corresponder,B1,to correspond
debías,23,verb,other,deber,B1,you should
molestado,23,verb,other,molestar,B1,to bother
retirado,23,adjective,masculine,retirado,B1,retired
escribiste,23,verb,other,escribir,B1,you wrote
concéntrate,23,verb,other,concentrarse,B1,concentrate
suban,23,verb,other,subir,B1,to go up
astuto,23,adjective,masculine,astuto,B1,sly
hueco,23,noun,masculine,hueco,B1,hole
coja,23,adjective,feminine,coja,B1,lame
complicada,23,adjective,feminine,complicada,B1,complicated
periodistas,23,noun,masculine,periodista,B1,journalists
sentidos,23,noun,masculine,sentido,B1,senses
torneo,23,noun,masculine,torneo,B1,tournament
encantaba,23,verb,other,encantar,B1,to enchant
despedir,23,verb,other,despedir,B1,to say goodbye
enteró,23,verb,other,enterar,B1,to inform
echaré,23,verb,other,echar,B1,I will throw
destrozado,23,adjective,masculine,destrozado,B1,destroyed
marcharse,23,verb,other,marcharse,B1,to leave
produce,23,verb,other,producir,B1,to produce
referencia,23,noun,feminine,referencia,B1,reference
maldad,23,noun,feminine,maldad,B1,wickedness
quedaremos,23,verb,other,quedar,B1,we will stay
jodidos,23,adjective,masculine,jodido,B1,screwed
aprendiste,23,verb,other,aprender,B1,you learned
divirtiendo,23,verb,other,divertir,B1,entertaining
recorrido,23,noun,masculine,recorrido,B1,route
retrasado,23,adjective,masculine,retrasado,B1,delayed
lograste,23,verb,other,lograr,B1,you succeeded
convertirme,23,verb,other,convertirme,B1,to become
núcleo,23,noun,masculine,núcleo,B1,core
controlado,23,adjective,masculine,controlado,B1,controlled
conseguiremos,23,verb,other,conseguir,B1,we will achieve
acuerda,23,verb,other,acordar,B1,to agree
grabado,23,noun,masculine,grabado,B1,recording
cálmese,23,verb,other,calmarse,B1,calm down
reducir,23,verb,other,reducir,B1,to reduce
funcionado,23,verb,other,funcionar,B1,to function
amenazó,23,verb,other,amenazar,B1,threatened
saliera,23,verb,other,salir,B1,to leave
tiros,23,noun,masculine,tiro,B1,shots
metiendo,23,verb,other,meter,B1,putting in
conveniente,23,adjective,feminine,conveniente,B1,convenient
cerrados,23,adjective,masculine,cerrado,B1,closed
inocencia,23,noun,feminine,inocencia,B1,innocence
supuse,23,verb,other,suponer,B1,I assumed
retrocede,23,verb,other,retroceder,B1,to retreat
adicto,23,noun,masculine,adicto,B1,addict
terapeuta,23,noun,masculine,terapeuta,B1,therapist
ridícula,23,adjective,feminine,ridícula,B1,ridiculous
busquen,23,verb,other,buscar,B1,to search
traerlo,23,verb,other,traer,B1,to bring it
hazte,23,verb,other,hacerse,B1,become
morirás,23,verb,other,morir,B1,you will die
mientas,23,other,other,mientras,B1,while
construyó,23,verb,other,construir,B1,built
muevan,23,verb,other,mover,B1,to move
dormí,23,verb,other,dormir,B1,I slept
limpiando,23,verb,other,limpiar,B1,cleaning
ciencias,23,noun,feminine,ciencia,B1,science
reservado,23,adjective,masculine,reservado,B1,reserved
conocidos,23,noun,masculine,conocido,B1,known person
descubre,22,verb,other,descubrir,B1,discover
adelantado,22,adjective,masculine,adelantado,B1,advanced
argumento,22,noun,masculine,argumento,B1,argument
viajando,22,verb,other,viajar,B1,traveling
metiste,22,verb,other,meter,B1,you put in
esperábamos,22,verb,other,esperar,B1,we hoped
cruzado,22,adjective,masculine,cruzado,B1,crossed
tradicional,22,adjective,feminine,tradicional,B1,traditional
entere,22,verb,other,enter,B1,to enter
hacíamos,22,verb,other,hacer,B1,we used to do
capturado,22,adjective,masculine,capturado,B1,captured
tranquilidad,22,noun,feminine,tranquilidad,B1,tranquility
periodo,22,noun,masculine,período,B1,period
traicionado,22,verb,other,traicionar,B1,betrayed
recuperado,22,adjective,masculine,recuperado,B1,recovered
cuide,22,verb,other,cuidar,B1,to take care
ficción,22,noun,feminine,ficción,B1,fiction
fuí,22,verb,other,ir,B1,I went
soñado,22,adjective,masculine,soñado,B1,dreamed
lógico,22,adjective,masculine,lógico,B1,logical
revisando,22,verb,other,revisar,B1,reviewing
retirarse,22,verb,other,retirarse,B1,to retire oneself
pensaré,22,verb,other,pensar,B1,I will think
antiguas,22,adjective,feminine,antigua,B1,ancient
tendrían,22,verb,other,tener,B1,they would have
utilizado,22,verb,other,utilizar,B1,to use
mantuvo,22,verb,other,mantener,B1,he/she/it maintained
aprobación,22,noun,feminine,aprobación,B1,approval
novedad,22,noun,feminine,novedad,B1,novelty
impedir,22,verb,other,impedir,B1,to prevent
conocerle,22,verb,other,conocer,B1,to know (someone)
imaginado,22,verb,other,imaginar,B1,imagined
protegido,22,adjective,masculine,protegido,B1,protected
mantenido,22,adjective,masculine,mantenido,B1,maintained
usarla,22,verb,other,usarla,B1,to use it (feminine)
inspiración,22,noun,feminine,inspiración,B1,inspiration
aterrador,22,adjective,masculine,aterrador,B1,frightening
logré,22,verb,other,lograr,B1,I achieved
mecánico,22,noun,masculine,mecánico,B1,mechanic
perdedores,22,noun,masculine,perdedores,B1,losers
reconocido,22,adjective,masculine,reconocido,B1,recognized
sacarle,22,verb,other,sacar,B1,to take out
pusimos,22,verb,other,poner,B1,we put
matarlos,22,verb,other,matar,B1,to kill them
delitos,22,noun,masculine,delito,B1,crime
espantoso,22,adjective,masculine,espantoso,B1,frightening
comience,22,verb,other,comenzar,B1,to begin
demostrado,22,verb,other,demostrar,B1,demonstrated
acusaciones,22,noun,feminine,acusación,B1,accusations
creéis,22,verb,other,creer,B1,you (plural) believe
encantará,22,verb,other,encantar,B1,will delight
físicamente,22,adverb,other,físicamente,B1,physically
occidental,22,adjective,masculine,occidental,B1,western
ejecutivo,22,noun,masculine,ejecutivo,B1,executive
entregado,22,adjective,masculine,entregado,B1,delivered
mantenerme,22,verb,other,mantenerme,B1,to maintain myself
desee,22,verb,other,desear,B1,to wish
molestarte,22,verb,other,molestar,B1,to bother
torpe,22,adjective,masculine,torpe,B1,clumsy
partículas,22,noun,feminine,partícula,B1,particles
cerró,22,verb,other,cerrar,B1,closed
denuncia,22,noun,feminine,denuncia,B1,report
experimentos,22,noun,masculine,experimento,B1,experiments
cállese,22,verb,other,callarse,B1,be quiet
detención,22,noun,feminine,detención,B1,detention
perímetro,22,noun,masculine,perímetro,B1,perimeter
bloqueo,22,noun,masculine,bloqueo,B1,blockage
preguntaré,22,verb,other,preguntar,B1,I will ask
construyendo,22,verb,other,construir,B1,building
principalmente,22,adverb,other,principalmente,B1,mainly
vagabundo,22,noun,masculine,vagabundo,B1,vagabond
suministros,22,noun,masculine,suministro,B1,supplies
putos,22,noun,masculine,puto,B1,gay man; bastard
preocupaba,22,verb,other,preocupar,B1,worried
vendré,22,verb,other,venir,B1,I will come
vicepresidente,22,noun,masculine,vicepresidente,B1,vice president
transferencia,22,noun,feminine,transferencia,B1,transfer
tremendo,22,adjective,masculine,tremendo,B1,tremendous
devolveré,22,verb,other,devolver,B1,I will return
comprobado,22,adjective,masculine,comprobado,B1,proven
costará,22,verb,other,costar,B1,it will cost
escondidas,22,adjective,feminine,escondida,B1,hidden
lastimar,22,verb,other,lastimar,B1,to hurt
acercó,22,verb,other,acercar,B1,approached
encontrarse,22,verb,other,encontrarse,B1,to meet (each other)
negar,22,verb,other,negar,B1,to deny
pensaron,22,verb,other,pensar,B1,they thought
atacaron,22,verb,other,atacar,B1,they attacked
suéltalo,22,verb,other,soltar,B1,release it
alemana,21,adjective,feminine,alemán,B1,German
evidencias,21,noun,feminine,evidencia,B1,evidence
garantizo,21,verb,other,garantizar,B1,I guarantee
auténtica,21,adjective,feminine,auténtico,B1,authentic
debimos,21,verb,other,deber,B1,we should have
cabe,21,verb,other,caber,B1,to fit
revisión,21,noun,feminine,revisión,B1,review
exacta,21,adjective,feminine,exacta,B1,exact
recibirá,21,verb,other,recibir,B1,will receive
evidentemente,21,adverb,other,evidentemente,B1,evidently
senado,21,noun,masculine,senado,B1,senate
ofrezco,21,verb,other,ofrecer,B1,I offer
trataré,21,verb,other,tratar,B1,I will try
usaste,21,verb,other,usar,B1,you used
salvación,21,noun,feminine,salvación,B1,salvation
pacto,21,noun,masculine,pacto,B1,pact
mirarme,21,verb,other,mirar,B1,to look at myself
opina,21,verb,other,opinar,B1,to opine
negó,21,verb,other,negar,B1,he/she/it denied
ingresos,21,noun,masculine,ingreso,B1,income
accidentes,21,noun,masculine,accidente,B1,accident
oyeron,21,verb,other,oír,B1,they heard
engañó,21,verb,other,engañar,B1,deceived
perderte,21,verb,other,perderse,B1,to lose oneself
retirada,21,noun,feminine,retirada,B1,withdrawal
averigua,21,verb,other,averiguar,B1,to find out
ofrecido,21,verb,other,ofrecer,B1,offered
considero,21,verb,other,considerar,B1,I consider
sospechas,21,noun,feminine,sospecha,B1,suspicions
sepamos,21,verb,other,saber,B1,let's know
soñé,21,verb,other,soñar,B1,I dreamed
entusiasmo,21,noun,masculine,entusiasmo,B1,enthusiasm
manejo,21,noun,masculine,manejo,B1,management
ultimo,21,adjective,masculine,último,B1,last
posee,21,verb,other,poseer,B1,to possess
castigado,21,adjective,masculine,castigado,B1,punished
disculpo,21,verb,other,disculpar,B1,to excuse
extrañar,21,verb,other,extrañar,B1,to miss
salvarme,21,verb,other,salvarme,B1,to save me
sensores,21,noun,masculine,sensor,B1,sensors
esencia,21,noun,feminine,esencia,B1,essence
elegí,21,verb,other,elegir,B1,I chose
fusión,21,noun,feminine,fusión,B1,fusion
atrevas,21,verb,other,atravesar,B1,to cross
rebelde,21,adjective,masculine,rebelde,B1,rebellious
vago,21,adjective,masculine,vago,B1,lazy
camaradas,21,noun,masculine,camarada,B1,comrades
asustó,21,verb,other,asustar,B1,scared
revelar,21,verb,other,revelar,B1,to reveal
legales,21,adjective,masculine,legal,B1,legal
promedio,21,noun,masculine,promedio,B1,average
aires,21,noun,masculine,aire,B1,airs
ardiendo,21,verb,other,arder,B1,burning
respirando,21,verb,other,respirar,B1,breathing
sonaba,21,verb,other,sonar,B1,was sounding
griego,21,adjective,masculine,griego,B1,Greek
esencial,21,adjective,other,esencial,B1,essential
diviértete,21,verb,other,divertirse,B1,have fun
récord,21,noun,masculine,récord,B1,record
atascado,21,adjective,masculine,atascado,B1,stuck
distracción,21,noun,feminine,distracción,B1,distraction
acordamos,21,verb,other,acordar,B1,we agree
echaron,21,verb,other,echar,B1,they threw
bastantes,21,adjective,other,bastante,B1,quite a lot
arranca,21,verb,other,arrancar,B1,"to start (engine), to pull out"
manejando,21,verb,other,manejar,B1,driving
vendrías,21,verb,other,vender,B1,you would sell
enviaste,21,verb,other,enviar,B1,you sent
manada,21,noun,feminine,manada,B1,herd
llamaban,21,verb,other,llamar,B1,they called
bienestar,21,noun,masculine,bienestar,B1,well-being
reunido,21,verb,other,reunir,B1,to meet
mediante,21,other,other,mediante,B1,by means of
sientan,21,verb,other,sentar,B1,to sit
tierno,21,adjective,masculine,tierno,B1,tender
valen,21,verb,other,valer,B1,to be worth
levantó,21,verb,other,levantar,B1,he/she/it lifted
interesan,21,verb,other,interesar,B1,to interest
deberias,21,verb,other,deber,B1,you should
agotado,21,adjective,masculine,agotado,B1,exhausted
especies,21,noun,feminine,especie,B1,species
científica,21,adjective,feminine,científica,B1,scientific
llamará,21,verb,other,llamar,B1,will call
oscuras,21,adjective,feminine,oscura,B1,dark
herir,21,verb,other,herir,B1,to hurt
entrevistas,21,noun,feminine,entrevista,B1,interview
arruinó,21,verb,other,arruinar,B1,ruined
guardaespaldas,21,noun,masculine,guardaespaldas,B1,bodyguard
pretende,21,verb,other,pretender,B1,to intend
inyección,21,noun,feminine,inyección,B1,injection
advertí,21,verb,other,advertir,B1,to warn
parecían,21,verb,other,parecer,B1,to seem
escoria,21,noun,feminine,escoria,B1,scum
morirán,21,verb,other,morir,B1,they will die
decides,20,verb,other,decidir,B1,you decide
sorprendida,20,adjective,feminine,sorprendida,B1,surprised
culpables,20,noun,masculine,culpable,B1,guilty
declaraciones,20,noun,feminine,declaración,B1,declaration
honrado,20,adjective,masculine,honrado,B1,honorable
sentirás,20,verb,other,sentir,B1,you will feel
agradecer,20,verb,other,agradecer,B1,to thank
tenias,20,verb,other,tener,B1,you had
ilegales,20,adjective,masculine,ilegal,B1,illegal
específico,20,adjective,masculine,específico,B1,specific
empezaste,20,verb,other,empezar,B1,you started
previsto,20,adjective,masculine,previsto,B1,foreseen
electrónico,20,adjective,masculine,electrónico,B1,electronic
delincuente,20,noun,masculine,delincuente,B1,delinquent
cogeré,20,verb,other,coger,B1,I will take
trabaje,20,verb,other,trabajar,B1,to work
cruzando,20,verb,other,cruzar,B1,crossing
fotógrafo,20,noun,masculine,fotógrafo,B1,photographer
crecimiento,20,noun,masculine,crecimiento,B1,growth
próximas,20,adjective,feminine,próximo,B1,next
fracasado,20,adjective,masculine,fracasado,B1,failure
serena,20,adjective,feminine,serena,B1,serene
mantenimiento,20,noun,masculine,mantenimiento,B1,maintenance
acompañe,20,verb,other,acompañar,B1,to accompany
abiertas,20,adjective,feminine,abierto,B1,open
expulsado,20,adjective,masculine,expulsado,B1,expelled
comprendido,20,verb,other,comprender,B1,understood
marcado,20,adjective,masculine,marcado,B1,marked
traerte,20,verb,other,traer,B1,to bring you
alcanza,20,verb,other,alcançar,B1,reach
bajado,20,verb,other,bajar,B1,downloaded
órbita,20,noun,feminine,órbita,B1,orbit
eventualmente,20,adverb,other,eventualmente,B1,eventually
tardará,20,verb,other,tardar,B1,will take
flujo,20,noun,masculine,flujo,B1,flow
imagínate,20,verb,other,imaginarse,B1,imagine
llegarán,20,verb,other,llegar,B1,they will arrive
destinado,20,adjective,masculine,destinado,B1,destined
ofrecerle,20,verb,other,ofrecer,B1,to offer
mantienen,20,verb,other,mantener,B1,to maintain
implica,20,verb,other,implicar,B1,to imply
drogado,20,adjective,masculine,drogado,B1,drugged
divina,20,adjective,feminine,divino,B1,divine
empezaremos,20,verb,other,empezar,B1,we will start
detesto,20,verb,other,detestar,B1,I detest
admitirlo,20,verb,other,admitirlo,B1,to admit it
malvada,20,adjective,feminine,malvado,B1,evil
códigos,20,noun,masculine,código,B1,codes
misteriosa,20,adjective,feminine,misterioso,B1,mysterious
cercanos,20,adjective,masculine,cercano,B1,close
basada,20,adjective,feminine,basado,B1,based
operar,20,verb,other,operar,B1,to operate
póngase,20,verb,other,ponerse,B1,put on
rompiste,20,verb,other,romper,B1,you broke
cambiaron,20,verb,other,cambiar,B1,they changed
convirtiendo,20,verb,other,convertir,B1,converting
queriendo,20,verb,other,querer,B1,wanting
síganme,20,verb,other,seguir,B1,follow me
comencemos,20,verb,other,comenzar,B1,let's begin
permita,20,verb,other,permitir,B1,to allow
cuidadosamente,20,adverb,other,cuidadosamente,B1,carefully
dormía,20,verb,other,dormir,B1,was sleeping
quitarte,20,verb,other,quitar,B1,to remove
legado,20,noun,masculine,legado,B1,legacy
testificar,20,verb,other,testificar,B1,to testify
artificiales,20,adjective,feminine,artificial,B1,artificial
sonó,20,verb,other,sonar,B1,sounded
encontrarle,20,verb,other,encontrar,B1,to find
sobrevivió,20,verb,other,sobrevivir,B1,survived
subasta,20,noun,feminine,subasta,B1,auction
pasaremos,20,verb,other,pasar,B1,we will pass
corrección,20,noun,feminine,corrección,B1,correction
entiendas,20,verb,other,entender,B1,understand
dándole,20,verb,other,dar,B1,giving
líos,20,noun,masculine,lío,B1,mess
jodiendo,20,verb,other,joder,B1,"screwing (up), messing (up)"
soltar,20,verb,other,soltar,B1,to release
llevarle,20,verb,other,llevar,B1,to take (someone to)
quedaste,20,verb,other,quedar,B1,you stayed
déjate,20,verb,other,dejarse,B1,let yourself
educado,20,adjective,masculine,educado,B1,educated
guardado,20,adjective,masculine,guardado,B1,stored
dimensión,20,noun,feminine,dimensión,B1,dimension
ayudes,20,verb,other,ayudar,B1,help
producir,20,verb,other,producir,B1,to produce
enterrar,20,verb,other,enterrar,B1,to bury
inventó,20,verb,other,inventar,B1,invent
aparecido,20,verb,other,aparecer,B1,to appear
recto,20,adjective,masculine,recto,B1,straight
infarto,20,noun,masculine,infarto,B1,heart attack
echando,20,verb,other,echar,B1,casting
creando,20,verb,other,crear,B1,creating
detengan,20,verb,other,detener,B1,to stop
déjelo,20,verb,other,dejar,B1,leave it
sobrio,20,adjective,masculine,sóbri[o],B1,sober
entregó,20,verb,other,entregar,B1,delivered
mírala,19,verb,other,mirar,B1,look at her
llevaban,19,verb,other,llevar,B1,they were carrying
deprimido,19,adjective,masculine,deprimido,B1,depressed
cuidadoso,19,adjective,masculine,cuidadoso,B1,cautious
sobrevivido,19,verb,other,sobrevivir,B1,survived
fijo,19,adjective,masculine,fijo,B1,fixed
servidor,19,noun,masculine,servidor,B1,server
solían,19,verb,other,soler,B1,to be accustomed to
estimado,19,adjective,masculine,estimado,B1,esteemed
propongo,19,verb,other,proponer,B1,I propose
bendito,19,adjective,masculine,bendito,B1,blessed
caerá,19,verb,other,caer,B1,will fall
disfruten,19,verb,other,disfrutar,B1,enjoy
luchador,19,noun,masculine,luchador,B1,fighter
cierren,19,verb,other,cerrar,B1,close
alboroto,19,noun,masculine,alboroto,B1,commotion
extrañé,19,verb,other,extrañar,B1,to miss
rompiendo,19,verb,other,romper,B1,breaking
cobardes,19,noun,masculine,cobarde,B1,coward
racista,19,adjective,masculine,racista,B1,racist
dedicado,19,adjective,masculine,dedicado,B1,dedicated
tomaba,19,verb,other,tomar,B1,was taking
pobreza,19,noun,feminine,pobreza,B1,poverty
ambición,19,noun,feminine,ambición,B1,ambition
sirvo,19,verb,other,servir,B1,I serve
enseñarme,19,verb,other,enseñar,B1,to teach me
tarda,19,verb,other,tardar,B1,to take (time)
captura,19,noun,feminine,captura,B1,capture
aparezca,19,verb,other,aparecer,B1,appear
agradecimiento,19,noun,masculine,agradecimiento,B1,gratitude
acercando,19,verb,other,acercar,B1,bringing closer
usaré,19,verb,other,usar,B1,I will use
debieron,19,verb,other,deber,B1,they had to
frágil,19,adjective,masculine,frágil,B1,fragile
pensará,19,verb,other,pensar,B1,will think
mejora,19,noun,feminine,mejora,B1,improvement
inventado,19,adjective,masculine,inventado,B1,invented
ruptura,19,noun,feminine,ruptura,B1,break
preocupan,19,verb,other,preocupar,B1,to worry
debéis,19,verb,other,deber,B1,you (plural) must
velada,19,noun,feminine,velada,B1,evening
toqué,19,verb,other,tocar,B1,I touched
atracción,19,noun,feminine,atracción,B1,attraction
atrae,19,verb,other,atraer,B1,to attract
acepte,19,verb,other,aceptar,B1,accept
agradecerte,19,verb,other,agradecer,B1,to thank you
concreto,19,adjective,masculine,concreto,B1,concrete
gastado,19,adjective,masculine,gastado,B1,worn out
trates,19,verb,other,tratar,B1,to treat
divertirnos,19,verb,other,divertirnos,B1,to have fun
autorizado,19,adjective,masculine,autorizado,B1,authorized
decida,19,verb,other,decidir,B1,decide
mutuamente,19,adverb,other,mutuamente,B1,mutually
suenas,19,verb,other,soñar,B1,you dream
pongamos,19,verb,other,poner,B1,let's put
venas,19,noun,feminine,vena,B1,veins
evaluación,19,noun,feminine,evaluación,B1,evaluation
capturar,19,verb,other,capturar,B1,to capture
marino,19,noun,masculine,marino,B1,sailor
lejano,19,adjective,masculine,lejano,B1,distant
solías,19,verb,other,soler,B1,used to
ocuparme,19,verb,other,ocuparse,B1,to occupy oneself
creerá,19,verb,other,creer,B1,will believe
estafa,19,noun,feminine,estafa,B1,scam
sentiste,19,verb,other,sentir,B1,you felt
volvimos,19,verb,other,volver,B1,we returned
hábito,19,noun,masculine,hábito,B1,habit
perdono,19,noun,masculine,perdono,B1,forgiveness
rodar,19,verb,other,rodar,B1,to roll
sospecho,19,verb,other,sospechar,B1,I suspect
entretenimiento,19,noun,masculine,entretenimiento,B1,entertainment
escriba,19,verb,other,escribir,B1,write
pruebe,19,verb,other,probar,B1,try
convención,19,noun,feminine,convención,B1,convention
debían,19,verb,other,deber,B1,they should
cago,19,verb,other,cagar,B1,to defecate
