word,frequency,type,gender,dictionaryForm,languageLevel,english
templo,54,noun,masculine,templo,A1,temple
adios,54,other,other,adiós,A1,goodbye
bombas,53,noun,feminine,bomba,A1,bomb
paredes,53,noun,feminine,pared,A1,walls
pantalla,53,noun,feminine,pantalla,A1,screen
amén,53,other,other,amén,A1,amen
gasolina,53,noun,feminine,gasolina,A1,gasoline
canta,53,verb,other,cantar,A1,sing
flor,53,noun,feminine,flor,A1,flower
enseñar,53,verb,other,enseñar,A1,to teach
miro,53,verb,other,mirar,A1,to look
habitaciones,53,noun,feminine,habitación,A1,rooms
galletas,53,noun,feminine,galleta,A1,cookies
objeto,53,noun,masculine,objeto,A1,object
museo,53,noun,masculine,museo,A1,museum
ruedas,53,noun,feminine,rueda,A1,wheel
huevo,52,noun,masculine,huevo,A1,egg
tina,52,noun,feminine,tina,A1,tub
rica,52,adjective,feminine,rico,A1,rich
maestra,52,noun,feminine,maestra,A1,female teacher
pastillas,52,noun,feminine,pastilla,A1,pills
nacimiento,52,noun,masculine,nacimiento,A1,birth
ordenador,52,noun,masculine,ordenador,A1,computer
maleta,52,noun,feminine,maleta,A1,suitcase
piezas,52,noun,feminine,pieza,A1,pieces
quitar,51,verb,other,quitar,A1,to take away
corazones,51,noun,masculine,corazón,A1,hearts
utilizar,51,verb,other,utilizar,A1,to use
disfrutar,51,verb,other,disfrutar,A1,to enjoy
vecino,51,noun,masculine,vecino,A1,neighbor
collar,51,noun,masculine,collar,A1,necklace
marco,51,noun,masculine,marco,A1,frame
montar,51,verb,other,montar,A1,to ride
grados,51,noun,masculine,grado,A1,degrees
moto,51,noun,feminine,motocicleta,A1,motorcycle
treinta,51,noun,other,treinta,A1,thirty
adonde,51,adverb,other,adónde,A1,where to
hablarte,51,verb,other,hablar,A1,to talk to you
cigarrillo,51,noun,masculine,cigarrillo,A1,cigarette
colores,51,noun,masculine,color,A1,colors
botón,51,noun,masculine,botón,A1,button
hijas,51,noun,feminine,hija,A1,daughters
tenerlo,51,verb,other,tener,A1,to have it
tono,51,noun,masculine,tono,A1,tone
crema,50,noun,feminine,crema,A1,cream
dias,50,noun,masculine,día,A1,days
platos,50,noun,masculine,plato,A1,plates
tontos,50,noun,masculine,tonto,A1,fool
hombro,50,noun,masculine,hombro,A1,shoulder
botas,50,noun,feminine,bota,A1,boots
saludos,50,noun,masculine,saludo,A1,greeting
sitios,50,noun,masculine,sitio,A1,places
serpiente,50,noun,feminine,serpiente,A1,snake
enfrente,50,adverb,other,enfrente,A1,in front
restos,50,noun,masculine,resto,A1,remains
rata,50,noun,feminine,rata,A1,rat
cuadro,50,noun,masculine,cuadro,A1,picture
entradas,49,noun,feminine,entrada,A1,entrance
bicicleta,49,noun,feminine,bicicleta,A1,bicycle
calla,49,verb,other,callar,A1,to be quiet
ventanas,49,noun,feminine,ventana,A1,windows
deseas,49,verb,other,desear,A1,to wish
sabor,49,noun,masculine,sabor,A1,flavor
aceite,49,noun,masculine,aceite,A1,oil
punta,49,noun,feminine,punta,A1,tip
cinturón,49,noun,masculine,cinturón,A1,belt
vaca,49,noun,feminine,vaca,A1,cow
apellido,49,noun,masculine,apellido,A1,surname
ud,48,pronoun,other,usted,A1,you (formal)
dormitorio,48,noun,masculine,dormitorio,A1,bedroom
frase,48,noun,feminine,frase,A1,phrase
poca,48,adjective,feminine,poco,A1,little
médica,48,noun,feminine,médica,A1,doctor
pata,48,noun,feminine,pata,A1,paw
manzana,48,noun,feminine,manzana,A1,apple
tio,48,noun,masculine,tío,A1,uncle
joyas,48,noun,feminine,joya,A1,jewels
piedras,48,noun,feminine,piedra,A1,stones
letra,48,noun,feminine,letra,A1,letter
arroz,47,noun,masculine,arroz,A1,rice
bandera,47,noun,feminine,bandera,A1,flag
entrando,47,verb,other,entrar,A1,entering
levantar,47,verb,other,levantar,A1,to lift
cartera,47,noun,feminine,cartera,A1,wallet
nina,47,noun,feminine,niña,A1,girl
vacía,47,adjective,feminine,vacío,A1,empty
ruso,47,adjective,masculine,ruso,A1,Russian
círculo,47,noun,masculine,círculo,A1,circle
cole,47,noun,feminine,cole,A1,cabbage
gritos,47,noun,masculine,grito,A1,shouts
campos,47,noun,masculine,campo,A1,field
pasen,47,verb,other,pasar,A1,to pass
ascensor,47,noun,masculine,ascensor,A1,elevator
pasas,46,noun,feminine,pasa,A1,raisins
limpieza,46,noun,feminine, limpieza,A1,cleaning
hueso,46,noun,masculine,hueso,A1,bone
caída,46,noun,feminine,caída,A1,fall
temperatura,46,noun,feminine,temperatura,A1,temperature
ejercicio,46,noun,masculine,ejercicio,A1,exercise
unidades,46,noun,feminine,unidad,A1,units
gatos,46,noun,masculine,gato,A1,cats
cabaña,46,noun,feminine,cabaña,A1,cabin
secretaria,46,noun,feminine,secretaria,A1,secretary
lentamente,46,adverb,other,lentamente,A1,slowly
familiares,46,noun,masculine,familiar,A1,relatives
gimnasio,46,noun,masculine,gimnasio,A1,gym
garaje,46,noun,masculine,garaje,A1,garage
palo,46,noun,masculine,palo,A1,stick
león,46,noun,masculine,león,A1,lion
oídos,46,noun,masculine,oído,A1,ears
espaldas,45,noun,feminine,espalda,A1,back
pelotas,45,noun,feminine,pelota,A1,balls
actividad,45,noun,feminine,actividad,A1,activity
primeras,45,adjective,feminine,primera,A1,first
grupos,45,noun,masculine,grupo,A1,groups
máquinas,45,noun,feminine,máquina,A1,machines
barato,45,adjective,masculine,barato,A1,cheap
salto,45,noun,masculine,salto,A1,jump
barra,45,noun,feminine,barra,A1,bar
madres,45,noun,feminine,madre,A1,mothers
niñera,45,noun,feminine,niñera,A1,nanny
quince,45,noun,feminine,quince,A1,fifteen
muro,45,noun,masculine,muro,A1,wall
prima,45,noun,feminine,prima,A1,cousin
contando,44,verb,other,contar,A1,counting
producto,44,noun,masculine,producto,A1,product
abrazo,44,noun,masculine,abrazo,A1,hug
gafas,44,noun,feminine,gafa,A1,glasses
sobrino,44,noun,masculine,sobrino,A1,nephew
trozo,44,noun,masculine,trozo,A1,piece
pistas,44,noun,feminine,pista,A1,clue
vende,44,verb,other,vender,A1,sell
izquierdo,44,adjective,masculine,izquierdo,A1,left
camina,44,verb,other,caminar,A1,walk
traes,44,verb,other,traer,A1,to bring
conté,44,verb,other,contar,A1,to count
secretario,44,noun,masculine,secretario,A1,secretary
rueda,44,noun,feminine,rueda,A1,wheel
grano,44,noun,masculine,grano,A1,grain
moneda,44,noun,feminine,moneda,A1,coin
empiezo,44,verb,other,empezar,A1,I begin
barcos,44,noun,masculine,barco,A1,boats
profesora,44,noun,feminine,profesora,A1,teacher
valle,43,noun,masculine,valle,A1,valley
gorda,43,adjective,feminine,gordo,A1,fat
señoritas,43,noun,feminine,señorita,A1,young ladies
sucia,43,adjective,feminine,sucia,A1,dirty
ratas,43,noun,feminine,rata,A1,rats
mayo,43,noun,masculine,mayo,A1,May
contestar,43,verb,other,contestar,A1,to answer
mia,42,pronoun,feminine,mía,A1,mine (feminine)
risas,42,noun,feminine,risa,A1,laughter
hierro,42,noun,masculine,hierro,A1,iron
máscara,42,noun,feminine,máscara,A1,mask
guitarra,42,noun,feminine,guitarra,A1,guitar
masa,42,noun,feminine,masa,A1,mass
rubia,42,adjective,feminine,rubia,A1,blonde
mandar,42,verb,other,mandar,A1,to send
pierdes,42,verb,other,perder,A1,you lose
llegada,42,noun,feminine,llegada,A1,arrival
entren,41,verb,other,entrenar,A1,to train
tarta,41,noun,feminine,tarta,A1,cake
cigarrillos,41,noun,masculine,cigarrillo,A1,cigarettes
desnuda,41,adjective,feminine,desnudo,A1,naked
rayo,41,noun,masculine,rayo,A1,ray
policia,41,noun,feminine,policía,A1,police
italiano,41,adjective,masculine,italiano,A1,Italian
camiseta,41,noun,feminine,camiseta,A1,t-shirt
plantas,41,noun,feminine,planta,A1,plants
billetes,40,noun,masculine,billete,A1,tickets
béisbol,40,noun,masculine,béisbol,A1,baseball
ciudades,40,noun,feminine,ciudad,A1,cities
conejo,40,noun,masculine,conejo,A1,rabbit
billete,40,noun,masculine,billete,A1,ticket
cincuenta,40,noun,feminine,cincuenta,A1,fifty
patatas,40,noun,feminine,patata,A1,potatoes
bebidas,40,noun,feminine,bebida,A1,drinks
aldea,40,noun,feminine,aldea,A1,village
aguas,40,noun,feminine,agua,A1,waters
alli,40,adverb,other,allí,A1,there
risa,40,noun,feminine,risa,A1,laughter
objetos,40,noun,masculine,objeto,A1,objects
once,40,noun,feminine,once,A1,eleven
maletas,40,noun,feminine,maleta,A1,suitcases
nubes,40,noun,feminine,nube,A1,cloud
circo,40,noun,masculine,circo,A1,circus
tanque,40,noun,masculine,tanque,A1,tank
uñas,40,noun,feminine,uña,A1,nail
salta,40,verb,other,saltar,A1,to jump
teléfonos,39,noun,masculine,teléfono,A1,phones
oscura,39,adjective,feminine,oscuro,A1,dark
tuyos,39,pronoun,other,tuyo,A1,yours
bromeas,39,verb,other,bromear,A1,you joke
naranja,39,noun,feminine,naranja,A1,orange
figura,39,noun,feminine,figura,A1,figure
voces,39,noun,feminine,voz,A1,voices
caramba,39,other,other,caramba,A1,gosh
maquillaje,39,noun,masculine,maquillaje,A1,makeup
lanzar,39,verb,other,lanzar,A1,to throw
bailando,39,verb,other,bailar,A1,dancing
fea,39,adjective,feminine,fea,A1,ugly
sueldo,39,noun,masculine,sueldo,A1,salary
costado,39,noun,masculine,costado,A1,side
apaga,39,verb,other,apagar,A1,turn off
bolsas,38,noun,feminine,bolsa,A1,bags
infancia,38,noun,feminine,infancia,A1,childhood
productos,38,noun,masculine,producto,A1,products
rocas,38,noun,feminine,roca,A1,rocks
mediodía,38,noun,masculine,mediodía,A1,noon
barba,38,noun,feminine,barba,A1,beard
mago,38,noun,masculine,mago,A1,wizard
hojas,38,noun,feminine,hoja,A1,leaves
mantequilla,38,noun,feminine,mantequilla,A1,butter
ayudo,38,verb,other,ayudar,A1,I help
guantes,38,noun,masculine,guante,A1,gloves
hoja,38,noun,feminine,hoja,A1,leaf
azules,38,adjective,other,azul,A1,blue
descansa,38,verb,other,descansar,A1,rest
docena,38,noun,feminine,docena,A1,dozen
sera,38,verb,other,ser,A1,to be
medias,38,noun,feminine,media,A1,stockings
rutina,38,noun,feminine,rutina,A1,routine
ensalada,38,noun,feminine,ensalada,A1,salad
cómoda,38,noun,feminine,cómoda,A1,dresser
prepara,38,verb,other,preparar,A1,prepare
tubo,38,noun,masculine,tubo,A1,tube
is,38,verb,other,ser,A1,to be
usas,38,verb,other,usar,A1,you use
letras,38,noun,feminine,letra,A1,letters
éstas,38,pronoun,feminine,ésta,A1,these
herramientas,37,noun,feminine,herramienta,A1,tools
septiembre,37,other,masculine,septiembre,A1,September
vestidos,37,noun,masculine,vestido,A1,dresses
gustar,37,verb,other,gustar,A1,to like
votar,37,verb,other,votar,A1,to vote
grita,37,verb,other,gritar,A1,to shout
academia,37,noun,feminine,academia,A1,academy
viuda,37,noun,feminine,viuda,A1,widow
monedas,37,noun,feminine,moneda,A1,coins
jugo,37,noun,masculine,jugo,A1,juice
pico,37,noun,masculine,pico,A1,peak
rota,37,adjective,feminine,rota,A1,broken
amarillo,37,adjective,masculine,amarillo,A1,yellow
listas,37,noun,feminine,lista,A1,lists
cueva,37,noun,feminine,cueva,A1,cave
dólar,37,noun,masculine,dólar,A1,dollar
camarero,37,noun,masculine,camarero,A1,waiter
toman,37,verb,other,tomar,A1,to take
tiendas,37,noun,feminine,tienda,A1,stores
cabina,37,noun,feminine,cabina,A1,cabin
deporte,37,noun,masculine,deporte,A1,sport
ala,37,noun,feminine,ala,A1,wing
formar,37,verb,other,formar,A1,to form
orejas,37,noun,feminine,oreja,A1,ears
materia,36,noun,feminine,materia,A1,matter
casco,36,noun,masculine,casco,A1,helmet
agenda,36,noun,feminine,agenda,A1,planner
rosas,36,noun,feminine,rosa,A1,roses
junio,36,noun,masculine,junio,A1,June
baila,36,verb,other,bailar,A1,dance
tigre,36,noun,masculine,tigre,A1,tiger
doctores,36,noun,masculine,doctor,A1,doctors
ví,36,verb,other,ver,A1,to see
monte,36,noun,masculine,monte,A1,mountain
discos,36,noun,masculine,disco,A1,discs
juguetes,36,noun,masculine,juguete,A1,toys
cerdos,36,noun,masculine,cerdo,A1,pigs
casó,36,verb,other,casar,A1,to marry
corbata,36,noun,feminine,corbata,A1,tie
pescar,36,verb,other,pescar,A1,to fish
mezcla,36,noun,feminine,mezcla,A1,mix
parejas,36,noun,feminine,pareja,A1,couple
gris,36,adjective,masculine,gris,A1,gray
lata,36,noun,feminine,lata,A1,can
velas,36,noun,feminine,vela,A1,candles
suyos,36,pronoun,other,suyo,A1,yours
ayudas,35,noun,feminine,ayuda,A1,help
am,35,verb,other,ser,A1,to be
lana,35,noun,feminine,lana,A1,wool
horario,35,noun,masculine,horario,A1,schedule
alfombra,35,noun,feminine,alfombra,A1,carpet
papas,35,noun,feminine,papa,A1,potatoes
francesa,35,adjective,feminine,francés,A1,French
sombras,35,noun,feminine,sombra,A1,shadows
jaula,35,noun,feminine,jaula,A1,cage
postre,35,noun,masculine,postre,A1,dessert
escala,35,noun,feminine,escala,A1,scale
pavo,35,noun,masculine,pavo,A1,turkey
comes,35,verb,other,comer,A1,to eat
dormida,35,adjective,feminine,dormido,A1,asleep
niveles,35,noun,masculine,nivel,A1,levels
onda,34,noun,feminine,onda,A1,wave
bajas,34,noun,feminine,baja,A1,low
trono,34,noun,masculine,trono,A1,throne
esconder,34,verb,other,esconder,A1,to hide
practicar,34,verb,other,practicar,A1,to practice
asientos,34,noun,masculine,asiento,A1,seat
hablarme,34,verb,other,hablar,A1,to speak to me
gallina,34,noun,feminine,gallina,A1,hen
octubre,34,noun,masculine,octubre,A1,October
besar,34,verb,other,besar,A1,to kiss
lavar,34,verb,other,lavar,A1,to wash
dió,34,verb,other,dar,A1,gave
bancos,34,noun,masculine,banco,A1,bank
juguete,34,noun,masculine,juguete,A1,toy
copias,34,noun,feminine,copia,A1,copies
receta,34,noun,feminine,receta,A1,recipe
capa,34,noun,feminine,capa,A1,cape
tocó,34,verb,other,tocar,A1,to touch
aburrida,34,adjective,feminine,aburrido,A1,boring
nieto,33,noun,masculine,nieto,A1,grandson
zapato,33,noun,masculine,zapato,A1,shoe
tiró,33,verb,other,tirar,A1,threw
patas,33,noun,feminine,pata,A1,paw
columna,33,noun,feminine,columna,A1,column
muebles,33,noun,masculine,mueble,A1,furniture
presa,33,noun,feminine,presa,A1,dam
llenar,33,verb,other,llenar,A1,to fill
go,33,verb,other,ir,A1,to go
a.,33,pronoun,other,a,A1,to
trajes,33,noun,masculine,traje,A1,suit
fruta,33,noun,feminine,fruta,A1,fruit
vuela,33,verb,other,volar,A1,fly
pesca,33,noun,feminine,pesca,A1,fishing
arco,33,noun,masculine,arco,A1,arch
llora,33,verb,other,llorar,A1,to cry
maíz,33,noun,masculine,maíz,A1,corn
hombros,33,noun,masculine,hombro,A1,shoulder
vela,33,noun,feminine,vela,A1,candle
deudas,32,noun,feminine,deuda,A1,debts
desayunar,32,verb,other,desayunar,A1,to have breakfast
signos,32,noun,masculine,signo,A1,sign
comen,32,verb,other,comer,A1,to eat
documento,32,noun,masculine,documento,A1,document
botellas,32,noun,feminine,botella,A1,bottles
bomberos,32,noun,masculine,bombero,A1,firefighters
horno,32,noun,masculine,horno,A1,oven
pares,32,noun,masculine,par,A1,pairs
cuarenta,32,other,other,cuarenta,A1,forty
agosto,32,noun,masculine,agosto,A1,August
marchar,32,verb,other,marchar,A1,to march
macho,32,adjective,masculine,macho,A1,male
directora,32,noun,feminine,directora,A1,director
copas,31,noun,feminine,copa,A1,cup
aman,31,verb,other,amar,A1,to love
jefes,31,noun,masculine,jefe,A1,boss
narices,31,noun,feminine,nariz,A1,noses
pechos,31,noun,masculine,pecho,A1,chest
mona,31,noun,feminine,mona,A1,female monkey
fresca,31,adjective,feminine,fresco,A1,fresh
dibujo,31,noun,masculine,dibujo,A1,drawing
use,31,verb,other,usar,A1,to use
verdes,31,adjective,masculine,verde,A1,green
alumnos,31,noun,masculine,alumno,A1,students
apagar,31,verb,other,apagar,A1,to turn off
besos,31,noun,masculine,beso,A1,kisses
chinos,31,noun,masculine,chino,A1,Chinese
noviembre,31,noun,masculine,noviembre,A1,November
rusa,31,adjective,feminine,ruso,A1,Russian
oreja,31,noun,feminine,oreja,A1,ear
toro,31,noun,masculine,toro,A1,bull
pintar,31,verb,other,pintar,A1,to paint
sobrina,31,noun,feminine,sobrina,A1,niece
nene,31,noun,masculine,nené,A1,baby
deportes,31,noun,masculine,deporte,A1,sports
manzanas,31,noun,feminine,manzana,A1,apples
ratón,31,noun,masculine,ratón,A1,mouse
empiezan,31,verb,other,empezar,A1,they begin
escucharme,31,verb,other,escuchar,A1,to listen to me
aves,31,noun,feminine,ave,A1,birds
cervezas,31,noun,feminine,cerveza,A1,beers
quemar,30,verb,other,quemar,A1,to burn
vera,30,noun,feminine,vera,A1,truth
alfa,30,noun,masculine,alfa,A1,alpha
pasear,30,verb,other,pasear,A1,to walk
pato,30,noun,masculine,pato,A1,duck
numero,30,noun,masculine,número,A1,number
bebo,30,verb,other,beber,A1,I drink
pides,30,verb,other,pedir,A1,you ask for
mancha,30,noun,feminine,mancha,A1,stain
pegado,30,adjective,masculine,pegado,A1,stuck
mel,30,noun,masculine,mel,A1,honey
gane,30,verb,other,ganar,A1,win
quinto,30,adjective,masculine,quinto,A1,fifth
campana,30,noun,feminine,campana,A1,bell
rezar,30,verb,other,rezar,A1,to pray
hoyo,30,noun,masculine,hoyo,A1,hole
bandas,30,noun,feminine,banda,A1,bands
vosotras,30,pronoun,feminine,vosotras,A1,"you (plural, feminine, informal)"
agujeros,30,noun,masculine,agujero,A1,holes
gota,29,noun,feminine,gota,A1,drop
pa,29,other,other,pa,A1,for
jugamos,29,verb,other,jugar,A1,we play
cabra,29,noun,feminine,cabra,A1,goat
altas,29,adjective,feminine,alta,A1,tall
dieta,29,noun,feminine,dieta,A1,diet
fans,29,noun,masculine,fan,A1,fan
ropas,29,noun,feminine,ropa,A1,clothes
diciembre,29,noun,masculine,diciembre,A1,December
estarlo,29,verb,other,estar,A1,to be
grasa,29,noun,feminine,grasa,A1,fat
pesada,29,adjective,feminine,pesada,A1,heavy
suma,29,noun,feminine,suma,A1,sum
cajón,29,noun,masculine,cajón,A1,drawer
sándwich,29,noun,masculine,sándwich,A1,sandwich
lobos,29,noun,masculine,lobo,A1,wolves
hamburguesa,29,noun,feminine,hamburguesa,A1,hamburger
salario,29,noun,masculine,salario,A1,salary
comedor,29,noun,masculine,comedor,A1,dining room
aguja,29,noun,feminine,aguja,A1,needle
sello,29,noun,masculine,sello,A1,stamp
escuelas,29,noun,feminine,escuela,A1,schools
nube,29,noun,feminine,nube,A1,cloud
compraste,29,verb,other,comprar,A1,you bought
autopista,29,noun,feminine,autopista,A1,highway
camiones,29,noun,masculine,camión,A1,trucks
programas,29,noun,masculine,programa,A1,programs
matas,29,verb,other,matar,A1,to kill
actividades,29,noun,feminine,actividad,A1,activities
toalla,28,noun,feminine,toalla,A1,towel
novios,28,noun,masculine,novio,A1,boyfriend
be,28,verb,other,ser,A1,to be
gusano,28,noun,masculine,gusano,A1,worm
tenis,28,noun,masculine,tenis,A1,tennis
patada,28,noun,feminine,patada,A1,kick
cuerdas,28,noun,feminine,cuerda,A1,string
dibujos,28,noun,masculine,dibujo,A1,drawings
miran,28,verb,other,mirar,A1,to look
prometes,28,verb,other,prometer,A1,you promise
pluma,28,noun,feminine,pluma,A1,pen
rodilla,28,noun,feminine,rodilla,A1,knee
aparato,28,noun,masculine,aparato,A1,device
pavos,28,noun,masculine,pavo,A1,turkeys
estatua,28,noun,feminine,estatua,A1,statue
siesta,28,noun,feminine,siesta,A1,nap
cuentos,28,noun,masculine,cuento,A1,stories
entro,28,verb,other,entrar,A1,enter
revistas,28,noun,feminine,revista,A1,magazines
cintas,28,noun,feminine,cinta,A1,tape
bolsillos,28,noun,masculine,bolsillo,A1,pockets
sos,28,verb,other,ser,A1,you are (informal)
alimentar,28,verb,other,alimentar,A1,to feed
boleto,28,noun,masculine,boleto,A1,ticket
lavado,28,noun,masculine,lavado,A1,wash
ave,27,noun,feminine,ave,A1,bird
mochila,27,noun,feminine,mochila,A1,backpack
enero,27,noun,masculine,enero,A1,January
diosa,27,noun,feminine,diosa,A1,goddess
artes,27,noun,feminine,arte,A1,art
duermo,27,verb,other,dormir,A1,I sleep
araña,27,noun,feminine,araña,A1,spider
bebes,27,verb,other,beber,A1,drink
mundos,27,noun,masculine,mundo,A1,world
martillo,27,noun,masculine,martillo,A1,hammer
inicio,27,noun,masculine,inicio,A1,beginning
rojos,27,adjective,masculine,rojo,A1,red
ola,27,noun,feminine,ola,A1,wave
vacas,27,noun,feminine,vaca,A1,cows
rojas,27,adjective,feminine,rojo,A1,red
gemelos,27,noun,masculine,gemelo,A1,twins
minas,27,noun,feminine,mina,A1,mines
seda,27,noun,feminine,seda,A1,silk
agarrar,27,verb,other,agarrar,A1,to grab
lápiz,27,noun,masculine,lápiz,A1,pencil
avenida,27,noun,feminine,avenida,A1,avenue
seca,27,adjective,feminine,seco,A1,dry
contentos,27,adjective,masculine,contento,A1,happy
metes,27,verb,other,meter,A1,to put
entras,27,verb,other,entrar,A1,to enter
coro,27,noun,masculine,coro,A1,choir
cuartos,27,noun,masculine,cuarto,A1,rooms
oler,27,verb,other,oler,A1,to smell
dinos,27,noun,masculine,dinosaurio,A1,dinosaur
tenerla,27,verb,other,tener,A1,to have
saluda,27,verb,other,saludar,A1,greet
nido,26,noun,masculine,nido,A1,nest
entran,26,verb,other,entrar,A1,to enter
pañuelo,26,noun,masculine,pañuelo,A1,handkerchief
durar,26,verb,other,durar,A1,to last
saludar,26,verb,other,saludar,A1,to greet
cal,26,noun,feminine,cal,A1,lime
goma,26,noun,feminine,goma,A1,rubber
talla,26,noun,feminine,talla,A1,size
preguntan,26,verb,other,preguntar,A1,to ask
licor,26,noun,masculine,licor,A1,liquor
teme,26,verb,other,temer,A1,to fear
usé,26,verb,other,usar,A1,to use
globo,26,noun,masculine,globo,A1,balloon
blancas,26,adjective,feminine,blanco,A1,white
vigilar,26,verb,other,vigilar,A1,to watch
almohada,26,noun,feminine,almohada,A1,pillow
elefante,26,noun,masculine,elefante,A1,elephant
muñecas,26,noun,feminine,muñeca,A1,dolls
tabla,26,noun,feminine,tabla,A1,table
bañera,26,noun,feminine,bañera,A1,bathtub
ajá,26,other,other,ajá,A1,aha
perrito,26,noun,masculine,perrito,A1,puppy
olas,26,noun,feminine,ola,A1,waves
aca,26,adverb,other,acá,A1,here
camarera,26,noun,feminine,camarera,A1,waitress
vaquero,26,noun,masculine,vaquero,A1,cowboy
largos,26,adjective,masculine,largo,A1,long
pesa,25,verb,other,pesar,A1,to weigh
verlas,25,verb,other,ver,A1,to see
ganan,25,verb,other,ganar,A1,to earn
doña,25,noun,feminine,doña,A1,lady
manta,25,noun,feminine,manta,A1,blanket
fritas,25,noun,feminine,frita,A1,fried (potatoes or food)
amamos,25,verb,other,amar,A1,we love
menú,25,noun,masculine,menú,A1,menu
negras,25,adjective,feminine,negro,A1,black
traen,25,verb,other,traer,A1,they bring
ángulo,25,noun,masculine,ángulo,A1,angle
sierra,25,noun,feminine,sierra,A1,saw
diente,25,noun,masculine,diente,A1,tooth
tuyas,25,pronoun,feminine,tuya,A1,yours (feminine)
lámpara,25,noun,feminine,lámpara,A1,lamp
direcciones,25,noun,feminine,dirección,A1,directions
planetas,25,noun,masculine,planeta,A1,planets
torres,25,noun,feminine,torre,A1,tower
observar,25,verb,other,observar,A1,to observe
nacer,25,verb,other,nacer,A1,to be born
girar,25,verb,other,girar,A1,to turn
danza,25,noun,feminine,danza,A1,dance
calcetines,25,noun,masculine,calcetín,A1,socks
tabaco,25,noun,masculine,tabaco,A1,tobacco
balón,25,noun,masculine,balón,A1,ball
boletos,25,noun,masculine,boleto,A1,tickets
lentes,25,noun,masculine,lente,A1,glasses
compro,25,verb,other,comprar,A1,I buy
cordero,25,noun,masculine,cordero,A1,lamb
cubo,25,noun,masculine,cubo,A1,cube
sana,25,adjective,feminine,sano,A1,healthy
orina,25,noun,feminine,orina,A1,urine
hilo,24,noun,masculine,hilo,A1,thread
raya,24,noun,feminine,raya,A1,line
islas,24,noun,feminine,isla,A1,islands
mascota,24,noun,feminine,mascota,A1,pet
duermes,24,verb,other,dormir,A1,you sleep
pisos,24,noun,masculine,piso,A1,floor
baños,24,noun,masculine,baño,A1,bathroom
barro,24,noun,masculine,barro,A1,clay
min,24,noun,feminine,minuto,A1,minute
anillos,24,noun,masculine,anillo,A1,ring
hacerles,24,verb,other,hacer,A1,to do/to make
misa,24,noun,feminine,misa,A1,mass
toneladas,24,noun,feminine,tonelada,A1,ton
criada,24,noun,feminine,criada,A1,maid
ida,24,noun,feminine,ida,A1,go
asistir,24,verb,other,asistir,A1,to attend
pega,24,noun,feminine,pega,A1,glue
músculos,24,noun,masculine,músculo,A1,muscle
pila,24,noun,feminine,pila,A1,battery
bahía,24,noun,feminine,bahía,A1,bay
píldoras,24,noun,feminine,píldora,A1,pills
compre,24,verb,other,comprar,A1,to buy
desean,24,verb,other,desear,A1,to desire
osos,24,noun,masculine,oso,A1,bears
jabón,24,noun,masculine,jabón,A1,soap
botones,23,noun,masculine,botón,A1,button
tapa,23,noun,feminine,tapa,A1,lid
alla,23,adverb,other,allá,A1,there
favoritos,23,noun,masculine,favorito,A1,favorite
hamburguesas,23,noun,feminine,hamburguesa,A1,hamburgers
maneja,23,verb,other,manejar,A1,to drive
insectos,23,noun,masculine,insecto,A1,insects
brillo,23,noun,masculine,brillo,A1,shine
costillas,23,noun,feminine,costilla,A1,ribs
llenas,23,verb,other,llenar,A1,you fill
fuegos,23,noun,masculine,fuego,A1,fires
oficinas,23,noun,feminine,oficina,A1,offices
hacha,23,noun,feminine,hacha,A1,axe
computadoras,23,noun,feminine,computadora,A1,computers
burro,23,noun,masculine,burro,A1,donkey
etiqueta,23,noun,feminine,etiqueta,A1,label
bajos,23,adjective,masculine,bajo,A1,low
comidas,23,noun,feminine,comida,A1,food
toco,23,verb,other,tocar,A1,to touch
pinturas,23,noun,feminine,pintura,A1,paintings
estadio,23,noun,masculine,estadio,A1,stadium
marrón,23,adjective,masculine,marrón,A1,brown
sillas,23,noun,feminine,silla,A1,chairs
orilla,23,noun,feminine,orilla,A1,shore
chimenea,23,noun,feminine,chimenea,A1,chimney
febrero,23,noun,masculine,febrero,A1,February
inglesa,23,adjective,feminine,inglés,A1,English
cumple,23,verb,other,cumplir,A1,to fulfill/to complete
muertas,23,noun,feminine,muerta,A1,dead (feminine)
manchas,23,noun,feminine,mancha,A1,stain
borrar,23,verb,other,borrar,A1,to erase
iniciar,23,verb,other,iniciar,A1,to start
sábanas,22,noun,feminine,sábana,A1,sheets
roba,22,verb,other,robar,A1,to steal
escritura,22,noun,feminine,escritura,A1,writing
billetera,22,noun,feminine,billetera,A1,wallet
vapor,22,noun,masculine,vapor,A1,steam
sonidos,22,noun,masculine,sonido,A1,sounds
gatito,22,noun,masculine,gatito,A1,kitten
ocupo,22,verb,other,ocupar,A1,I occupy
tortuga,22,noun,feminine,tortuga,A1,turtle
mo,22,pronoun,other,mo,A1,me
pis,22,noun,masculine,pis,A1,pee
andas,22,verb,other,andar,A1,to walk
ovejas,22,noun,feminine,oveja,A1,sheep
granero,22,noun,masculine,granero,A1,barn
juegan,22,verb,other,jugar,A1,to play
semillas,22,noun,feminine,semilla,A1,seeds
falda,22,noun,feminine,falda,A1,skirt
linea,22,noun,feminine,línea,A1,line
pelos,22,noun,masculine,pelo,A1,hair
agradecida,22,adjective,feminine,agradecido,A1,grateful
enfermeras,22,noun,feminine,enfermera,A1,nurse
