word,frequency,type,gender,dictionaryForm,languageLevel,english
mahoma,4,proper-noun,masculine,Mahoma,B2,Muhammad
clarice,4,proper-noun,feminine,Clarice,other,Clarice
libia,4,proper-noun,feminine,Libia,B1,Libya
bohannon,4,proper-noun,other,Bohannon,other,Bohannon
giovanna,4,proper-noun,feminine,Giovanna,A1,Giovanna
goodwin,4,proper-noun,other,Goodwin,other,Goodwin
lockwood,4,proper-noun,other,Lockwood,other,Lockwood
cavanaugh,4,proper-noun,other,Cavanaugh,other,Cavanaugh
camboya,4,proper-noun,other,Camboya,A1,Cambodia
odín,4,proper-noun,masculine,Odín,B1,Odin
sancho,4,proper-noun,masculine,Sancho,B1,Sancho
barkley,4,proper-noun,other,Barkley,other,Barkley
arlene,4,proper-noun,feminine,Arlene,other,Arlene
irma,4,proper-noun,feminine,Irma,other,Irma
karina,4,proper-noun,feminine,Karina,other,Karina
duval,4,proper-noun,other,Duval,other,Duval
malasia,4,proper-noun,other,Malasia,A2,Malaysia
annika,4,proper-noun,feminine,Annika,other,Annika
france,4,proper-noun,other,Francia,A1,France
rosita,4,proper-noun,feminine,Rosita,A1,little rose
renato,4,proper-noun,masculine,Renato,other,Renato
nottingham,4,proper-noun,other,Nottingham,other,Nottingham
giacomo,4,proper-noun,masculine,Giacomo,other,Giacomo
guillaume,4,proper-noun,other,Guillaume,other,William
conan,4,proper-noun,other,Conan,A1,Conan
jeanette,4,proper-noun,feminine,Jeanette,other,Jeanette
yoda,4,proper-noun,other,Yoda,C1,Yoda
shah,4,proper-noun,other,Shah,other,Shah
lexington,4,proper-noun,other,Lexington,A1,Lexington
waterloo,4,proper-noun,other,Waterloo,A1,Waterloo
beirut,4,proper-noun,other,Beirut,other,Beirut
clarkson,4,proper-noun,other,Clarkson,other,Clarkson
caterina,4,proper-noun,feminine,Caterina,other,Caterina
terrance,4,proper-noun,other,Terrance,A1,Terrance
uganda,4,proper-noun,other,Uganda,A1,Uganda
ortiz,4,proper-noun,other,Ortiz,other,Ortiz
adelaide,4,proper-noun,feminine,Adelaida,A1,Adelaide
cahill,4,proper-noun,other,Cahill,other,Cahill
nerón,4,proper-noun,masculine,Nerón,B2,Nero
aisha,4,proper-noun,feminine,Aisha,other,Aisha
johannes,4,proper-noun,masculine,Johannes,A1,Johannes
aston,4,proper-noun,other,Aston,other,Aston
hernández,4,proper-noun,other,Hernández,A1,Hernández
supergirl,4,proper-noun,feminine,Supergirl,other,Supergirl
jacobo,4,proper-noun,masculine,Jacobo,A1,Jacob
mika,4,proper-noun,feminine,Mika,A1,Mika
maui,3,proper-noun,other,Maui,A1,Maui
braddock,3,proper-noun,other,Braddock,other,Braddock
kenia,3,proper-noun,feminine,Kenia,A1,Kenya
rafa,3,proper-noun,other,Rafa,A1,Rafa
tracey,3,proper-noun,other,Tracey,A1,Tracey
mathias,3,proper-noun,other,Mathías,A1,Mathias
gérard,3,proper-noun,other,Gérard,A1,Gérard
drummond,3,proper-noun,other,Drummond,other,Drummond
myka,3,proper-noun,other,Myka,other,Myka
kincaid,3,proper-noun,other,Kincaid,other,Kincaid
bernstein,3,proper-noun,other,Bernstein,other,Bernstein
reginald,3,proper-noun,other,Reginald,A1,Reginald
jeanie,3,proper-noun,feminine,Jeanie,A1,Jeanie
alcántara,3,proper-noun,other,Alcántara,other,Alcántara
georgina,3,proper-noun,feminine,Georgina,A1,Georgina
rygel,3,proper-noun,other,Rygel,other,Rygel
bosco,3,proper-noun,masculine,Bosco,other,Bosco
navarro,3,proper-noun,masculine,Navarro,other,Navarro
iphone,3,proper-noun,other,iPhone,other,iPhone
rolex,3,proper-noun,other,Rolex,other,Rolex
bedford,3,proper-noun,other,Bedford,other,Bedford
sasuke,3,proper-noun,other,Sasuke,other,Sasuke
jonás,3,proper-noun,masculine,Jonás,A1,Jonah
alvarez,3,proper-noun,other,Álvarez,A1,Álvarez
yvette,3,proper-noun,feminine,Yvette,other,Yvette
kruger,3,proper-noun,other,Kruger,other,Kruger
hawkeye,3,proper-noun,other,Hawkeye,other,Hawkeye
alden,3,proper-noun,other,Alden,other,Alden
mckenzie,3,proper-noun,other,Mckenzie,other,Mckenzie
paxton,3,proper-noun,other,Paxton,A1,Paxton
taggart,3,proper-noun,other,Taggart,other,Taggart
kaiser,3,proper-noun,masculine,Kaiser,other,emperor
moby,3,proper-noun,other,Moby,other,Moby
britt,3,proper-noun,other,Britt,other,Britt
camilo,3,proper-noun,masculine,Camilo,other,Camilo
atkins,3,proper-noun,other,Atkins,other,Atkins
lucius,3,proper-noun,masculine,Lucio,other,Lucius
urss,3,proper-noun,other,Unión de Repúblicas Socialistas Soviéticas,B1,USSR
dodgers,3,proper-noun,masculine,Dodgers,A1,Dodgers
pasadena,3,proper-noun,other,Pasadena,A1,Pasadena
yamamoto,3,proper-noun,other,Yamamoto,other,Yamamoto
pulitzer,3,proper-noun,other,Pulitzer,other,Pulitzer
cheung,3,proper-noun,other,Cheung,other,Cheung
lenore,3,proper-noun,feminine,Lenore,other,Lenore
fairfax,3,proper-noun,other,Fairfax,other,Fairfax
bergman,3,proper-noun,other,Bergman,other,Bergman
austen,3,proper-noun,other,Austen,other,Austen
emilie,3,proper-noun,feminine,Emilie,other,Emilie
dooley,3,proper-noun,other,Dooley,other,Dooley
tobin,3,proper-noun,other,Tobín,other,Tobin
goguryeo,3,proper-noun,other,Goguryeo,other,Goguryeo
parkinson,3,proper-noun,other,Parkinson,other,Parkinson
bulgaria,3,proper-noun,other,Bulgaria,A1,Bulgaria
kingston,3,proper-noun,other,Kingston,other,Kingston
alexa,3,proper-noun,feminine,Alexa,A1,Alexa
patrice,3,proper-noun,other,Patrice,other,Patrice
danvers,3,proper-noun,other,Danvers,other,Danvers
donnell,3,proper-noun,other,Donnell,other,Donnell
jennie,3,proper-noun,feminine,Jennie,A1,Jennie
zola,3,proper-noun,other,Zola,B2,Zola
schwartz,3,proper-noun,other,Schwartz,other,Schwartz
goya,3,proper-noun,other,Goya,C1,Goya
cannes,3,proper-noun,other,Cannes,A1,Cannes
anakin,3,proper-noun,other,Anakin,other,Anakin
velma,3,proper-noun,feminine,Velma,other,Velma
arkady,3,proper-noun,other,Arkady,other,Arkady
jonesy,3,proper-noun,other,Jonesy,other,Jonesy
latimer,3,proper-noun,other,Latimer,other,Latimer
smithers,3,proper-noun,other,Smithers,other,Smithers
capri,3,proper-noun,other,Capri,other,Capri
crocker,3,proper-noun,other,Crocker,other,Crocker
bosch,3,proper-noun,other,Bosch,other,Bosch
mcgill,3,proper-noun,other,McGill,other,McGill
pompeyo,3,proper-noun,masculine,Pompeyo,B1,Pompey
topher,3,proper-noun,other,Topher,other,Topher
génova,3,proper-noun,feminine,Génova,A2,Genoa
greendale,3,proper-noun,other,Greendale,other,Greendale
madge,3,proper-noun,other,Madge,other,Madge
rutledge,3,proper-noun,other,Rutledge,other,Rutledge
kato,3,proper-noun,other,Kato,other,Kato
callum,3,proper-noun,masculine,Callum,A1,Callum
sakura,3,proper-noun,other,sakura,other,cherry blossom
toyota,3,proper-noun,other,Toyota,A1,Toyota
mclaren,3,proper-noun,other,McLaren,other,McLaren
julianne,3,proper-noun,feminine,Julianne,other,Julianne
seong,3,proper-noun,other,Seong,other,Seong
tuttle,3,proper-noun,other,Tuttle,other,Tuttle
rhea,3,proper-noun,other,Rhea,other,Rhea
pierrot,3,proper-noun,masculine,Pierrot,other,Pierrot
akbar,3,proper-noun,other,Akbar,other,great
mariano,3,proper-noun,masculine,Mariano,A1,Mariano
kimmie,3,proper-noun,feminine,Kimmie,other,Kimmie
metallica,3,proper-noun,other,Metallica,other,Metallica
cecile,3,proper-noun,feminine,Cecile,other,Cecile
malibu,3,proper-noun,other,Malibú,A1,Malibu
purcell,3,proper-noun,other,Purcell,other,Purcell
hewitt,3,proper-noun,other,Hewitt,other,Hewitt
wharton,3,proper-noun,other,Wharton,other,Wharton
chihuahua,3,proper-noun,neuter,Chihuahua,A1,Chihuahua
mccain,3,proper-noun,other,McCain,other,McCain
maud,3,proper-noun,other,Maud,other,Maud
siegfried,3,proper-noun,other,Siegfried,other,Siegfried
excalibur,3,proper-noun,other,Excalibur,B2,Excalibur
marvel,3,proper-noun,other,Marvel,other,marvel
lakers,3,proper-noun,other,Los Angeles Lakers,A1,Lakers
arlington,3,proper-noun,other,Arlington,A1,Arlington
salomé,3,proper-noun,feminine,Salomé,other,Salome
khalid,3,proper-noun,other,Khalid,A1,Khalid
augusta,3,proper-noun,feminine,Augusta,other,Augusta
barnett,3,proper-noun,other,Barnett,other,Barnett
swann,3,proper-noun,other,Swann,other,Swann
rikki,3,proper-noun,other,Rikki,other,Rikki
gibraltar,3,proper-noun,other,Gibraltar,A1,Gibraltar
martina,3,proper-noun,feminine,Martina,other,Martina
juliana,3,proper-noun,feminine,Juliana,other,Juliana
warrick,3,proper-noun,other,Warrick,other,Warrick
sena,3,proper-noun,feminine,Sena,other,Sena
baptiste,3,proper-noun,other,Baptiste,other,Baptiste
higgs,3,proper-noun,other,Higgs,other,Higgs
barack,3,proper-noun,other,Barack,A1,Barack
nietzsche,3,proper-noun,other,Nietzsche,other,Nietzsche
maru,3,proper-noun,feminine,Maru,other,Maru
venice,3,proper-noun,other,Venecia,A1,Venice
shrek,3,proper-noun,other,Shrek,other,Shrek
karim,3,proper-noun,other,Karim,A1,Karim
pili,3,proper-noun,feminine,Pili,other,Pili
massimo,3,proper-noun,masculine,Massimo,other,Massimo
martinez,3,proper-noun,other,Martínez,A1,Martinez
fernández,3,proper-noun,other,Fernández,A1,Fernández
x-men,3,proper-noun,other,X-Men,A1,X-Men
loren,3,proper-noun,other,Lorén,other,Loren
hayward,3,proper-noun,other,Hayward,other,Hayward
wooster,3,proper-noun,other,Wooster,other,Wooster
pooh,3,proper-noun,other,Pooh,A1,Pooh
calais,3,proper-noun,other,Calais,other,Calais
crabtree,3,proper-noun,other,Crabtree,other,Crabtree
susanna,3,proper-noun,feminine,Susanna,A1,Susanna
volkswagen,3,proper-noun,other,Volkswagen,other,Volkswagen
francois,3,proper-noun,other,François,other,Francis
groenlandia,3,proper-noun,feminine,Groenlandia,A1,Greenland
mongolia,3,proper-noun,other,Mongolia,A1,Mongolia
enron,3,proper-noun,other,Enron,other,Enron
katarina,3,proper-noun,feminine,Katarina,A1,Katarina
gucci,3,proper-noun,other,Gucci,other,Gucci
gretel,3,proper-noun,feminine,Gretel,other,Gretel
terminator,3,proper-noun,other,Terminator,C1,Terminator
gruber,3,proper-noun,other,Gruber,other,Gruber
sharona,3,proper-noun,feminine,Sharoná,other,Sharon
lolita,3,proper-noun,feminine,Lolita,other,Lolita
angelica,3,proper-noun,feminine,Ángela,A1,Angelica
joão,3,proper-noun,masculine,João,A1,John
carlyle,3,proper-noun,other,Carlyle,other,Carlyle
kahn,3,proper-noun,other,Kahn,other,Kahn
fazio,3,proper-noun,other,Fazio,other,Fazio
ucla,3,proper-noun,other,UCLA,other,"University of California, Los Angeles"
norah,3,proper-noun,feminine,Norah,A1,Norah
keane,3,proper-noun,other,Keane,other,Keane
aurelio,3,proper-noun,masculine,Aurelio,other,Aurelio
malhotra,3,proper-noun,other,Malhotra,other,Malhotra
kal-el,3,proper-noun,masculine,Kal-El,other,Kal-El
johnston,3,proper-noun,other,Johnston,A1,Johnston
ezequiel,3,proper-noun,masculine,Ezequiel,A1,Ezekiel
hobbes,3,proper-noun,other,Hobbes,other,Hobbes
larissa,3,proper-noun,feminine,Larissa,other,Larissa
devereaux,3,proper-noun,other,Devereaux,other,Devereaux
tiberio,3,proper-noun,other,Tiberio,other,Tiberius
maude,3,proper-noun,feminine,Maude,other,Maude
lomax,3,proper-noun,other,Lomax,other,Lomax
carlotta,3,proper-noun,feminine,Carlotta,A1,Carlotta
huntington,3,proper-noun,other,Huntington,other,Huntington
avon,3,proper-noun,other,Avon,A1,Avon
hawkes,3,proper-noun,other,Hawkes,other,Hawkes
dickinson,3,proper-noun,other,Dickinson,other,Dickinson
xbox,3,proper-noun,other,Xbox,A1,Xbox
mavis,3,proper-noun,feminine,Mavis,other,Mavis
herrmann,3,proper-noun,other,Herrmann,other,Herrmann
mcgarrett,3,proper-noun,other,McGarrett,other,McGarrett
kendrick,3,proper-noun,other,Kendrick,other,Kendrick
ofelia,3,proper-noun,feminine,Ofelia,other,Ophelia
merlyn,3,proper-noun,other,Merlyn,other,Merlin
perez,3,proper-noun,other,Pérez,A1,Pérez
wilma,3,proper-noun,feminine,Wilma,other,Wilma
sears,3,proper-noun,other,Sears,other,Sears
maxie,3,proper-noun,other,Maxie,other,Maxie
iraníes,3,proper-noun,other,iraní,B1,Iranians
birmania,3,proper-noun,other,Birmania,A2,Burma
booker,3,proper-noun,other,Booker,other,Booker
chucky,3,proper-noun,other,Chucky,A1,Chucky
ugo,3,proper-noun,masculine,Ugo,other,Hugo
lorelei,3,proper-noun,feminine,Lorelei,other,Lorelei
bingley,3,proper-noun,other,Bingley,other,Bingley
sis,3,proper-noun,other,SIS,other,SIS
lecter,3,proper-noun,other,Lecter,other,Lecter
sadako,3,proper-noun,other,Sadako,other,Sadako
hansel,3,proper-noun,other,Hansel,A1,Hansel
macao,3,proper-noun,other,Macao,B1,Macao
piero,3,proper-noun,masculine,Piero,other,Piero
nik,3,proper-noun,other,Nik,other,Nik
uhtred,3,proper-noun,other,Uhtred,other,Uhtred
mohamed,3,proper-noun,masculine,Mohamed,A1,Mohamed
elanna,3,proper-noun,feminine,Elanna,other,Elanna
moreau,3,proper-noun,other,Moreau,other,Moreau
dreyfus,3,proper-noun,other,Dreyfus,other,Dreyfus
davina,3,proper-noun,feminine,Davina,A1,Davina
beecher,3,proper-noun,other,Beecher,other,Beecher
verona,3,proper-noun,feminine,Verona,other,Verona
stef,3,proper-noun,other,Stef,other,Stef
laverne,3,proper-noun,other,Laverne,other,Laverne
rhys,3,proper-noun,other,Rhys,other,Rhys
mckenna,3,proper-noun,other,Mckenna,other,Mckenna
minneapolis,3,proper-noun,other,Minneapolis,A1,Minneapolis
frobisher,3,proper-noun,other,Frobisher,other,Frobisher
mathieu,3,proper-noun,other,Mathieu,other,Mathieu
mathilde,3,proper-noun,feminine,Mathilde,A1,Mathilde
devin,3,proper-noun,other,Devin,other,Devin
wexler,3,proper-noun,other,Wexler,other,Wexler
biggs,3,proper-noun,other,Biggs,other,Biggs
knope,3,proper-noun,other,Knope,other,Knope
persia,3,proper-noun,feminine,Persia,B1,Persia
midsomer,3,proper-noun,other,Midsomer,other,Midsomer
shangai,3,proper-noun,other,Shanghái,A1,Shanghai
levine,3,proper-noun,other,Levine,other,Levine
cardiff,3,proper-noun,other,Cardiff,A1,Cardiff
eunice,3,proper-noun,feminine,Eunice,A1,Eunice
turín,3,proper-noun,other,Turín,A1,Turin
dwyer,3,proper-noun,other,Dwyer,other,Dwyer
olimpo,3,proper-noun,masculine,Olimpo,other,Olympus
orfeo,3,proper-noun,masculine,Orfeo,B2,Orpheus
poseidón,3,proper-noun,masculine,Poseidón,A1,Poseidon
paulette,3,proper-noun,feminine,Paulette,other,Paulette
lupe,3,proper-noun,feminine,Lupe,A1,Lupe
hamid,3,proper-noun,other,Hamid,A1,Hamid
alonzo,3,proper-noun,other,Alonzo,A1,Alonzo
whitaker,3,proper-noun,other,Whitaker,other,Whitaker
rupaul,3,proper-noun,other,RuPaul,C1,RuPaul
dougal,3,proper-noun,other,Dougal,other,Dougal
jean-luc,3,proper-noun,other,Jean-Luc,A1,Jean-Luc
eros,3,proper-noun,masculine,Eros,C1,Eros
pratap,3,proper-noun,other,Pratap,other,Pratap
galápagos,3,proper-noun,other,Galápagos,A1,Galapagos
pegasus,3,proper-noun,other,Pegaso,A2,Pegasus
pacino,3,proper-noun,other,Pacino,other,Pacino
augustus,3,proper-noun,masculine,Augustus,other,Augustus
alejandría,3,proper-noun,feminine,Alejandría,B2,Alexandria
zulu,3,proper-noun,other,Zulu,other,Zulu
hackett,3,proper-noun,other,Hackett,other,Hackett
skyler,3,proper-noun,other,Skyler,other,Skyler
woodward,3,proper-noun,other,Woodward,other,Woodward
teherán,3,proper-noun,other,Teherán,A1,Tehran
hubbard,3,proper-noun,other,Hubbard,other,Hubbard
harald,3,proper-noun,other,Harald,A1,Harald
addy,3,proper-noun,other,Addy,other,Addy
goran,3,proper-noun,other,Goran,other,Goran
batista,3,proper-noun,other,Batista,other,Batista
carlota,3,proper-noun,feminine,Carlota,A1,Carlota
tyra,3,proper-noun,other,Tyra,other,Tyra
ulrich,3,proper-noun,other,Ulrich,other,Ulrich
vietcong,3,proper-noun,other,Vietcong,B2,Viet Cong
lexus,3,proper-noun,other,Lexus,A1,Lexus
klinger,3,proper-noun,other,Klinger,other,Klinger
strickland,3,proper-noun,other,Strickland,other,Strickland
blanchard,3,proper-noun,other,Blanchard,other,Blanchard
checoslovaquia,3,proper-noun,other,Checoslovaquia,A2,Czechoslovakia
salinger,3,proper-noun,other,Salinger,other,Salinger
connolly,3,proper-noun,other,Connolly,other,Connolly
bristow,3,proper-noun,other,Bristow,other,Bristow
denzel,3,proper-noun,other,Denzel,other,Denzel
corleone,3,proper-noun,other,Corleone,C1,Corleone
garry,3,proper-noun,other,Garry,A1,Garry
cassius,3,proper-noun,other,Cassius,other,Cassius
marwan,3,proper-noun,other,Marwan,A1,Marwan
iran,3,proper-noun,other,Irán,A1,Iran
gisborne,3,proper-noun,other,Gisborne,other,Gisborne
brianna,3,proper-noun,feminine,Brianna,other,Brianna
mcmanus,3,proper-noun,other,McManus,other,McManus
gregson,3,proper-noun,other,Gregson,other,Gregson
kubrick,3,proper-noun,other,Kubrick,other,Kubrick
adrianna,3,proper-noun,feminine,Adrianna,other,Adrianna
aimee,3,proper-noun,feminine,Aimee,other,Aimee
otelo,3,proper-noun,masculine,Otelo,B2,Othello
astor,3,proper-noun,other,Astor,other,Astor
anwar,3,proper-noun,other,Anwar,other,Anwar
winthrop,3,proper-noun,other,Winthrop,other,Winthrop
shanghái,3,proper-noun,other,Shanghái,A1,Shanghai
fray,3,proper-noun,masculine,Fray,A2,Friar
albright,3,proper-noun,other,Albright,other,Albright
donaghy,3,proper-noun,other,Donaghy,other,Donaghy
ferrara,3,proper-noun,other,Ferrara,other,Ferrara
lannister,3,proper-noun,other,Lannister,other,Lannister
anson,3,proper-noun,other,Anson,other,Anson
armani,3,proper-noun,other,Armani,A1,Armani
jaclyn,3,proper-noun,feminine,Jaclyn,other,Jaclyn
bobbi,3,proper-noun,other,Bobbi,other,Bobbi
clifton,3,proper-noun,other,Clifton,other,Clifton
iggy,3,proper-noun,other,Iggy,other,Iggy
valentin,3,proper-noun,masculine,Valentín,A1,Valentine
etienne,3,proper-noun,masculine,Etienne,other,Etienne
milner,3,proper-noun,other,Milner,other,Milner
alessandro,3,proper-noun,masculine,Alessandro,A1,Alexander
avalon,3,proper-noun,other,Avalon,other,Avalon
tubbs,3,proper-noun,other,Tubbs,other,Tubbs
acapulco,3,proper-noun,other,Acapulco,A1,Acapulco
ramirez,3,proper-noun,other,Ramírez,A1,Ramirez
almeida,3,proper-noun,other,Almeida,other,Almeida
carrington,3,proper-noun,other,Carrington,other,Carrington
shapiro,3,proper-noun,other,Shapiro,other,Shapiro
takashi,3,proper-noun,other,Takashi,other,Takashi
bucarest,3,proper-noun,other,Bucarest,A1,Bucharest
rhoda,3,proper-noun,feminine,Rhoda,other,Rhoda
kissinger,3,proper-noun,other,Kissinger,other,Kissinger
siena,3,proper-noun,feminine,Siena,other,Siena
kristy,3,proper-noun,feminine,Kristy,other,Kristy
kaye,3,proper-noun,other,Kaye,other,Kaye
trenton,3,proper-noun,other,Trenton,A1,Trenton
silvio,3,proper-noun,masculine,Silvio,other,Silvio
prada,3,proper-noun,other,Prada,A1,Prada
kimber,3,proper-noun,other,Kimber,other,Kimber
lynne,3,proper-noun,other,Lynne,other,Lynne
stockton,3,proper-noun,other,Stockton,other,Stockton
gervase,3,proper-noun,other,Gervase,other,Gervase
millicent,3,proper-noun,feminine,Millicent,other,Millicent
harker,3,proper-noun,other,Harker,other,Harker
toscana,3,proper-noun,feminine,Toscana,A1,Tuscany
nakamura,3,proper-noun,other,Nakamura,other,Nakamura
ángelo,3,proper-noun,masculine,Ángelo,A1,Angel
shekhar,3,proper-noun,other,Shekhar,other,Shekhar
jansen,3,proper-noun,other,Jansen,other,Jansen
anselmo,3,proper-noun,masculine,Anselmo,A1,Anselmo
constantino,3,proper-noun,masculine,Constantino,A1,Constantine
talibán,3,proper-noun,masculine,Talibán,B2,Taliban
stackhouse,3,proper-noun,other,Stackhouse,other,Stackhouse
mccartney,3,proper-noun,other,McCartney,other,McCartney
sarajevo,3,proper-noun,other,Sarajevo,C1,Sarajevo
senora,3,proper-noun,feminine,señora,A1,lady
alina,3,proper-noun,feminine,Alina,other,Alina
reiko,3,proper-noun,other,Reiko,other,Reiko
pauly,3,proper-noun,other,Pauly,other,Pauly
fiji,3,proper-noun,other,Fiji,A1,Fiji
raleigh,3,proper-noun,other,Raleigh,A1,Raleigh
nostradamus,3,proper-noun,other,Nostradamus,other,Nostradamus
lennie,3,proper-noun,other,Lennie,other,Lennie
zimmerman,3,proper-noun,other,Zimmerman,other,Zimmerman
prusia,3,proper-noun,other,Prusia,A2,Prussia
fantozzi,3,proper-noun,other,Fantozzi,other,Fantozzi
lanka,3,proper-noun,other,Lanka,other,Lanka
gerda,3,proper-noun,feminine,Gerda,other,Gerda
kosovo,3,proper-noun,other,Kosovo,A2,Kosovo
olly,2,proper-noun,other,Olly,other,Olly
josete,2,proper-noun,masculine,Josete,other,Josete
buford,2,proper-noun,other,Buford,other,Buford
atticus,2,proper-noun,other,Atticus,other,Atticus
rikers,2,proper-noun,other,Rikers,other,Rikers
gloucester,2,proper-noun,other,Gloucester,other,Gloucester
collin,2,proper-noun,other,Collin,other,Collin
savoy,2,proper-noun,other,Savoy,other,Savoy
makoto,2,proper-noun,other,Makoto,other,Makoto
gabriela,2,proper-noun,feminine,Gabriela,A1,Gabriela
octavia,2,proper-noun,feminine,Octavia,other,Octavia
luís,2,proper-noun,masculine,Luis,A1,Luis
olympia,2,proper-noun,feminine,Olympia,other,Olympia
akiko,2,proper-noun,other,Akiko,other,Akiko
morley,2,proper-noun,other,Morley,other,Morley
rodriguez,2,proper-noun,other,Rodríguez,A1,Rodriguez
redding,2,proper-noun,other,Redding,C1,Redding
laszlo,2,proper-noun,other,László,other,László
chadwick,2,proper-noun,other,Chadwick,other,Chadwick
chechenia,2,proper-noun,other,Chechenia,A1,Chechnya
rigsby,2,proper-noun,other,Rigsby,other,Rigsby
tory,2,proper-noun,other,Tory,other,Tory
eastwood,2,proper-noun,other,Eastwood,other,Eastwood
ferengi,2,proper-noun,other,Ferengi,other,Ferengi
yamato,2,proper-noun,other,Yamato,other,Yamato
belmont,2,proper-noun,other,Belmont,other,Belmont
vick,2,proper-noun,other,Vick,other,Vick
ramiro,2,proper-noun,masculine,Ramiro,A1,Ramiro
donahue,2,proper-noun,other,Donahue,other,Donahue
wal-mart,2,proper-noun,other,Wal-Mart,A1,Wal-Mart
connelly,2,proper-noun,other,Connelly,other,Connelly
aragón,2,proper-noun,other,Aragón,A1,Aragon
burbank,2,proper-noun,other,Burbank,other,Burbank
gilda,2,proper-noun,feminine,Gilda,A1,Gilda
hartmann,2,proper-noun,other,Hartmann,other,Hartmann
raul,2,proper-noun,masculine,Raúl,A1,Raúl
nazir,2,proper-noun,other,Nazir,other,Nazir
lula,2,proper-noun,feminine,Lula,other,Lula
cécile,2,proper-noun,feminine,Cécile,other,Cécile
galen,2,proper-noun,other,Galen,other,Galen
deluca,2,proper-noun,other,Deluca,other,Deluca
pompeya,2,proper-noun,other,Pompeya,other,Pompeii
minbari,2,proper-noun,other,Minbari,other,Minbari
kyoko,2,proper-noun,feminine,Kyoko,other,Kyoko
deanna,2,proper-noun,feminine,Deanna,other,Deanna
vickers,2,proper-noun,other,Vickers,other,Vickers
wakefield,2,proper-noun,other,Wakefield,A1,Wakefield
hawke,2,proper-noun,other,Hawke,other,Hawke
hildy,2,proper-noun,other,Hildy,other,Hildy
sachs,2,proper-noun,other,Sachs,other,Sachs
buddha,2,proper-noun,other,Buda,A2,Buddha
beyoncé,2,proper-noun,other,Beyoncé,C1,Beyoncé
marek,2,proper-noun,other,Marek,A1,Marek
canterbury,2,proper-noun,other,Canterbury,A1,Canterbury
southampton,2,proper-noun,other,Southampton,A1,Southampton
howell,2,proper-noun,other,Howell,other,Howell
karla,2,proper-noun,feminine,Karla,A1,Karla
deirdre,2,proper-noun,feminine,Deirdre,other,Deirdre
franck,2,proper-noun,other,Franck,other,Franck
kryten,2,proper-noun,other,Kryten,other,Kryten
sami,2,proper-noun,other,Sami,other,Sami
montalbano,2,proper-noun,other,Montalbano,other,Montalbano
blackwell,2,proper-noun,other,Blackwell,other,Blackwell
rockwell,2,proper-noun,other,Rockwell,other,Rockwell
garvey,2,proper-noun,other,Garvey,other,Garvey
galilea,2,proper-noun,feminine,Galilea,B2,Galilee
sundance,2,proper-noun,other,Sundance,other,Sundance
torchwood,2,proper-noun,other,Torchwood,other,Torchwood
gatsby,2,proper-noun,other,Gatsby,other,Gatsby
tudor,2,proper-noun,other,Tudor,other,Tudor
dory,2,proper-noun,other,Dory,A1,Dory
camaro,2,proper-noun,masculine,Camaro,A2,Camaro
schubert,2,proper-noun,other,Schubert,other,Schubert
falcone,2,proper-noun,masculine,Falcone,other,Falcone
herminia,2,proper-noun,feminine,Herminia,other,Herminia
mustafa,2,proper-noun,other,Mustafa,A1,Mustafa
scrooge,2,proper-noun,other,Scrooge,A2,Scrooge
tahoe,2,proper-noun,other,Tahoe,other,Tahoe
jericho,2,proper-noun,other,Jericó,other,Jericho
wikileaks,2,proper-noun,other,Wikileaks,C1,Wikileaks
simbad,2,proper-noun,other,Simbad,other,Simbad
hartford,2,proper-noun,other,Hartford,A1,Hartford
shaka,2,proper-noun,other,Shaka,other,shaka
lorne,2,proper-noun,other,Lorne,other,Lorne
killua,2,proper-noun,other,Killua,other,Killua
nisha,2,proper-noun,feminine,Nisha,other,Nisha
abba,2,proper-noun,other,Abba,A1,father
germain,2,proper-noun,other,Germain,other,Germain
baudelaire,2,proper-noun,other,Baudelaire,C1,Baudelaire
leia,2,proper-noun,feminine,Leía,A1,Leia
juno,2,proper-noun,feminine,Juno,other,Juno
dresden,2,proper-noun,other,Dresde,A1,Dresden
keenan,2,proper-noun,other,Keenan,other,Keenan
zhou,2,proper-noun,other,Zhou,other,Zhou
gould,2,proper-noun,other,Gould,other,Gould
aquaman,2,proper-noun,masculine,Aquaman,other,Aquaman
joffrey,2,proper-noun,other,Joffrey,other,Joffrey
inga,2,proper-noun,feminine,Inga,other,Inga
ganges,2,proper-noun,other,Ganges,other,Ganges
hartman,2,proper-noun,other,Hartman,other,Hartman
corbin,2,proper-noun,other,Corbin,other,Corbin
portia,2,proper-noun,feminine,Portia,other,Portia
nepal,2,proper-noun,other,Nepal,A1,Nepal
spielberg,2,proper-noun,other,Spielberg,A1,Spielberg
gilles,2,proper-noun,other,Gilles,other,Gilles
snoopy,2,proper-noun,other,Snoopy,A1,Snoopy
svetlana,2,proper-noun,feminine,Svetlana,other,Svetlana
chatsworth,2,proper-noun,other,Chatsworth,A1,Chatsworth
durham,2,proper-noun,other,Durham,other,Durham
olson,2,proper-noun,other,Olson,other,Olson
dekker,2,proper-noun,other,Dekker,other,Dekker
roddy,2,proper-noun,other,Roddy,other,Roddy
orsini,2,proper-noun,other,Orsini,other,Orsini
flanagan,2,proper-noun,other,Flanagan,other,Flanagan
arkham,2,proper-noun,other,Arkham,C1,Arkham
mathis,2,proper-noun,other,Mathis,other,Mathis
vickie,2,proper-noun,feminine,Vickie,other,Vickie
