word,frequency,type,gender,dictionaryForm,languageLevel,english
sy,3,other,other,sy,other,sy
trolls,3,other,other,trolls,other,trolls
thought,3,other,other,thought,other,thought
semi,3,adjective,other,semí,B1,semi
bowers,3,other,other,bowers,other,bowers
shine,3,other,other,shine,other,shine
sims,3,other,other,sims,other,sims
aww,3,other,other,aww,other,aww
e.t.,3,other,other,E.T.,other,E.T.
snoop,3,other,other,snoop,other,snoop
bet,3,other,other,bet,other,bet
lasse,3,other,other,lasse,other,lasse
irrefutable,3,adjective,other,irrefutable,B2,irrefutable
velvet,3,other,other,velvet,other,velvet
yee,3,other,other,yee,other,yee
din,3,other,other,din,other,din
child,3,other,other,niño,A1,child
taelons,3,other,other,taelons,other,taelons
linc,3,other,other,linc,other,linc
bolt,3,noun,masculine,perno,B1,bolt
xiv,3,other,other,xiv,other,xiv
oren,3,other,other,oren,other,oren
xu,3,other,other,xu,other,xu
graffiti,3,noun,masculine,grafiti,B1,graffiti
clover,3,noun,masculine,trébol,A1,clover
care,3,noun,feminine,cuidado,A2,care
lear,3,other,other,lear,other,lear
á,3,other,other,á,other,á
byers,3,other,other,byers,other,byers
coming,3,other,other,coming,other,coming
lights,3,other,other,light,other,lights
magazine,3,noun,feminine,revista,A2,magazine
haru,3,other,other,haru,other,haru
papal,3,adjective,masculine,papal,B2,papal
cheol,3,other,other,cheol,other,cheol
gyu,3,other,other,gyu,other,gyu
virtuoso,3,adjective,masculine,virtuoso,B2,virtuoso
bingum,3,other,other,bingum,other,bingum
bram,3,other,other,bram,other,bram
pao,3,other,other,pao,other,pao
epi,3,other,other,epi,other,epi
freezer,3,noun,other,freezer,other,freezer
pudding,3,other,other,pudding,other,pudding
darhk,3,other,other,darhk,other,darhk
eta,3,other,other,ETA,other,ETA
mantra,3,noun,feminine,mantra,A2,mantra
sofa,3,noun,masculine,sofá,A1,sofa
mulligan,3,other,other,mulligan,other,mulligan
ag,3,other,other,ag,other,ag
guru,3,noun,masculine,gurú,B1,guru
uber,3,other,other,Uber,A1,Uber
stick,3,other,other,stick,other,stick
twilight,3,other,other,twilight,other,twilight
shui,2,other,other,shui,other,shui
emm,2,other,other,emm,other,emm
jag,2,other,other,jag,other,jag
astral,2,adjective,other,astral,B2,astral
those,2,pronoun,other,those,A1,those
zeppelin,2,noun,masculine,zepelín,B2,zeppelin
antisocial,2,adjective,other,antisocial,B2,antisocial
neurosis,2,noun,feminine,neurosis,B2,neurosis
glock,2,other,other,glock,other,glock
meadow,2,noun,feminine,pradera,A2,meadow
bela,2,noun,feminine,bela,other,bela
strong,2,adjective,other,fuerte,A2,strong
episode,2,noun,masculine,episodio,A2,episode
smokey,2,adjective,other,ahumado,B2,smokey
frisbee,2,noun,masculine,frisbee,A2,frisbee
wah,2,other,other,wah,other,wah
skaar,2,other,other,skaar,other,skaar
bit,2,noun,masculine,bit,A1,bit
sailor,2,other,other,sailor,other,sailor
triangular,2,adjective,masculine,triangular,B1,triangular
tomorrow,2,noun,masculine,mañana,A1,tomorrow
tribune,2,noun,feminine,tribuna,B1,tribune
fifi,2,other,other,fifi,other,fifi
bulls,2,noun,masculine,toro,A1,bulls
hole,2,noun,masculine,hoyo,A1,hole
rumba,2,noun,feminine,rumba,A1,rumba
nacho,2,noun,masculine,nacho,A1,nacho
kass,2,other,other,kass,other,kass
polio,2,noun,feminine,poliomielitis,B2,polio
watch,2,other,other,watch,other,watch
temperamental,2,adjective,other,temperamental,B2,temperamental
vee,2,other,other,vee,other,vee
arms,2,other,other,arms,other,arms
book,2,other,neuter,book,other,book
row,2,other,other,row,other,row
wind,2,noun,masculine,viento,A1,wind
standing,2,other,other,standing,other,standing
forever,2,other,other,forever,other,forever
unit,2,noun,feminine,unidad,A2,unit
shack,2,other,neuter,shack,other,shack
try,2,verb,other,intentar,B1,try
hua,2,other,other,hua,other,hua
brisco,2,other,other,brisco,other,brisco
father,2,noun,masculine,padre,A1,father
lai,2,other,other,lai,other,lai
jiang,2,other,other,jiang,other,jiang
rs,2,other,other,RS,other,RS
visor,2,noun,masculine,visor,A1,visor
dennos,2,other,other,dennos,other,dennos
edge,2,noun,masculine,borde,A2,edge
melodrama,2,noun,masculine,melodrama,B1,melodrama
sledge,2,other,other,sledge,other,sledge
mobile,2,other,other,móvil,A1,mobile
whistler,2,other,other,whistler,other,whistler
another,2,other,other,another,other,another
posters,2,noun,masculine,póster,A2,posters
boa,2,noun,feminine,boa,A2,boa
sly,2,adjective,other,sutil,B2,sly
givens,2,other,other,givens,other,givens
plausible,2,adjective,other,plausible,B2,plausible
roe,2,other,other,roe,other,roe
underground,2,adjective,other,subterráneo,B2,underground
microchip,2,noun,masculine,microchip,B2,microchip
inaugural,2,adjective,feminine,inaugural,B1,inaugural
midge,2,noun,feminine,midge,other,midge
other,2,other,other,other,A1,other
mun,2,other,other,mun,other,mun
mart,2,other,other,mart,other,mart
vicodin,2,noun,masculine,vicodín,C1,vicodin
shao,2,other,other,shao,other,shao
c4,2,other,other,c4,other,c4
fern,2,noun,feminine,ferna,A1,fern
mystic,2,adjective,other,místico,B2,mystic
kimchi,2,noun,other,kimchi,other,kimchi
saxon,2,adjective,masculine,saxon,B1,Saxon
emir,2,noun,masculine,emir,B2,emir
evil,2,adjective,other,maligno,B2,evil
business,2,other,other,negocio,B1,business
signe,2,other,other,signe,other,signe
dci,2,other,other,dci,other,dci
together,2,other,other,together,other,together
irreversible,2,adjective,other,irreversible,C1,irreversible
fm,2,other,other,fm,other,FM
electric,2,adjective,other,eléctrico,B1,electric
piercing,2,noun,masculine,piercing,B1,piercing
raptor,2,noun,masculine,raptor,B2,raptor
combo,2,noun,masculine,combo,A2,combo
start,2,verb,other,comenzar,A1,start
rogue,2,other,other,rogue,other,rogue
sae,2,other,other,sae,other,sae
aram,2,other,other,aram,other,aram
tip,2,noun,masculine,tip,B1,tip
oaks,2,other,other,oaks,other,oaks
cardio,2,noun,masculine,cardio,A2,cardio
larva,2,noun,feminine,larva,B1,larva
downing,2,other,other,downing,other,downing
brant,2,other,other,brant,other,brant
ge,2,other,other,ge,other,ge
alone,2,adjective,other,solo,A2,alone
twister,2,other,other,twister,other,twister
muffin,2,other,other,muffin,A2,muffin
clair,2,other,other,clair,other,clair
defiance,2,other,other,defiance,other,defiance
fraternal,2,adjective,masculine,fraternal,B2,fraternal
kanan,2,other,other,kanan,other,kanan
liang,2,other,other,liang,other,liang
turn,2,other,other,turn,other,turn
foxtrot,2,other,other,foxtrot,other,foxtrot
gardens,2,other,other,garden,other,gardens
tag,2,other,other,tag,other,tag
albino,2,adjective,masculine,albino,B1,albino
xv,2,other,other,xv,other,xv
cedar,2,other,other,cedro,other,cedar
seh,2,other,other,seh,other,seh
keyes,2,other,other,keyes,other,keyes
orbital,2,adjective,masculine,orbital,B1,orbital
dancing,2,other,other,dancing,other,dancing
sieg,2,other,other,sieg,other,sieg
corp,2,other,other,corporación,other,corp
minh,2,other,other,minh,other,minh
word,2,other,other,word,other,word
soph,2,other,other,soph,other,soph
mousse,2,noun,feminine,mousse,A2,mousse
1a,2,other,other,1a,other,1a
brunch,2,other,other,brunch,A2,brunch
tosh,2,other,other,tosh,other,tosh
sarge,2,other,masculine,sarge,other,sarge
seema,2,other,other,seema,other,seema
squad,2,other,other,squad,other,squad
whole,2,other,other,whole,other,whole
gaebong,2,other,other,gaebong,other,gaebong
tian,2,other,other,tian,other,tian
dirigible,2,noun,masculine,dirigible,B2,dirigible
euro,2,noun,masculine,euro,A2,euro
trask,2,other,other,trask,other,trask
beryl,2,other,other,berilo,other,beryl
heat,2,other,other,heat,other,heat
dunne,2,other,other,dunne,other,dunne
hour,2,noun,feminine,hora,A1,hour
pinot,2,noun,masculine,pinot,B2,pinot
ndt,2,other,other,ndt,other,ndt
ignore,2,verb,other,ignorar,B1,ignore
merry,2,other,other,merry,other,merry
market,2,other,other,mercado,A1,market
entertainment,2,other,other,entretención,B1,entertainment
apure,2,other,other,Apure,other,Apure
premier,2,other,other,premier,other,premier
placebo,2,noun,masculine,placebo,B1,placebo
challenger,2,other,other,challenger,other,challenger
territorial,2,adjective,masculine,territorial,B2,territorial
door,2,noun,feminine,puerta,A1,door
amin,2,other,other,amin,other,amin
till,2,noun,masculine,till,other,till
tangible,2,adjective,other,tangible,B1,tangible
bohemia,2,noun,feminine,bohemia,B1,bohemia
topper,2,other,other,topper,other,topper
ahgassi,2,other,other,ahgassi,other,ahgassi
ting,2,other,other,ting,other,ting
magnolia,2,noun,feminine,magnolia,A2,magnolia
publican,2,noun,masculine,publicano,B1,publican
ewan,2,other,other,Ewan,other,Ewan
rat,2,noun,masculine,rata,A1,rat
levy,2,other,other,levy,other,levy
styles,2,other,other,styles,other,styles
geiger,2,other,other,geiger,other,geiger
nic,2,other,other,nic,other,nic
own,2,other,other,own,other,own
canning,2,other,other,canning,other,canning
grill,2,noun,masculine,grill,A1,grill
comparable,2,adjective,other,comparable,B1,comparable
saw,2,other,other,saw,other,saw
jacks,2,other,other,jacks,other,jacks
sport,2,other,other,deporte,A1,sport
spector,2,other,other,spector,other,spector
tano,2,noun,masculine,tano,other,Tano
bugs,2,other,other,bugs,other,bugs
stitch,2,other,other,stitch,other,stitch
zeb,2,other,other,zeb,other,zeb
skull,2,noun,masculine,cráneo,A1,skull
speedy,2,adjective,other,rápido,B1,speedy
bp,2,other,other,bp,other,bp
kitchen,2,other,other,kitchen,other,kitchen
jota,2,noun,feminine,jota,A1,jota
midway,2,other,other,midway,other,midway
fayed,2,other,other,fayed,other,fayed
monten,2,other,other,monten,other,monten
bubbles,2,other,other,bubbles,other,bubbles
apu,2,other,other,apu,other,apu
fondue,2,noun,feminine,fondue,B2,fondue
friend,2,noun,masculine,amigo,A1,friend
highland,2,noun,feminine,alta montaña,B2,highland
cervical,2,adjective,feminine,cervical,B1,cervical
gable,2,other,other,gable,other,gable
barber,2,noun,masculine,barbero,A1,barber
british,2,adjective,other,británico,B1,British
sweater,2,noun,masculine,suéter,A1,sweater
season,2,noun,feminine,estación,A1,season
everybody,2,other,other,everybody,A1,everybody
shiro,2,other,other,shiro,other,shiro
mead,2,other,other,mead,other,mead
trav,2,other,other,trav,other,trav
mooney,2,other,other,mooney,other,mooney
residual,2,adjective,masculine,residual,B2,residual
nylon,2,noun,masculine,nylon,A2,nylon
incalculable,2,adjective,other,incalculable,B2,incalculable
endo,2,other,other,endo,other,endo
kes,2,other,other,kes,other,kes
mortis,2,other,other,mortis,other,mortis
league,2,other,other,liga,A2,league
deok,2,other,other,deok,other,deok
psi,2,other,other,psi,other,psi
byrd,2,other,other,byrd,other,byrd
justice,2,noun,feminine,justicia,B1,justice
pee,2,other,other,orina,A1,pee
shampoo,2,noun,masculine,shampoo,A1,shampoo
goose,2,other,other,goose,other,goose
gordy,2,other,other,gordy,other,gordy
abbs,2,other,other,abbs,other,abbs
sai,2,noun,masculine,sai,other,sai
arne,2,other,other,Arne,other,Arne
tonic,2,noun,masculine,tónico,B1,tonic
thesubfactory.net,2,other,other,thesubfactory.net,other,thesubfactory.net
milt,2,other,other,milt,other,milt
kamikaze,2,other,other,kamikaze,other,kamikaze
nordiken.net,2,other,other,nordiken.net,other,nordiken.net
cos,2,other,other,cos,other,cos
gentry,2,other,other,gentry,other,gentry
deplorable,2,adjective,other,deplorable,B2,deplorable
specter,2,other,other,specter,other,specter
cath,2,other,other,cath,other,cath
jiro,2,noun,masculine,jiro,other,jiro
suv,2,other,other,suv,A1,SUV
walking,2,other,other,walking,other,walking
their,2,pronoun,other,their,A1,their
being,2,other,other,being,other,being
barret,2,other,other,barret,other,barret
magma,2,noun,masculine,magma,B1,magma
ronon,2,other,other,ronon,other,ronon
warden,2,other,other,warden,other,warden
cod,2,other,other,cod,other,cod
bai,2,other,other,bai,other,bai
english,2,other,other,inglés,A1,english
baze,2,other,other,baze,other,baze
delinda,2,other,feminine,Delinda,other,Delinda
cheddar,2,noun,masculine,cheddar,A1,cheddar
dipper,2,other,other,dipper,other,dipper
crews,2,other,other,crew,other,crews
dede,2,other,other,dede,other,dede
ouija,2,noun,feminine,ouija,B1,ouija
army,2,other,neuter,ejército,A2,army
pier,2,noun,masculine,pier,other,pier
bone,2,other,other,hueso,A1,bone
dov,2,other,other,dov,other,dov
without,2,other,other,without,other,without
fucking,2,other,other,fucking,other,fucking
stoker,2,noun,masculine,stoker,other,stoker
ets,2,other,other,ets,other,ets
led,2,other,other,led,other,led
kajal,2,other,other,kajal,other,kajal
scotch,2,other,other,scotch,other,scotch
chai,2,noun,masculine,chai,A1,chai
cybermen,2,other,other,cybermen,other,cybermen
rocks,2,other,other,rock,other,rocks
jab,2,other,other,jab,other,jab
zee,2,other,other,zee,other,zee
katz,2,other,other,katz,other,katz
seon,2,other,other,seón,other,seon
caddy,2,other,other,caddy,other,caddy
racine,2,other,other,racine,other,racine
lindy,2,other,other,lindy,other,lindy
arch,2,other,other,arco,A1,arch
hands,2,noun,feminine,mano,A1,hands
dink,2,other,other,dink,other,dink
yune,2,other,other,Yune,other,Yune
maquis,2,noun,masculine,maquis,B2,maquis
wi,2,other,other,wi,other,wi
getting,2,other,other,getting,other,getting
rider,2,other,other,rider,other,rider
napalm,2,other,other,napalm,other,napalm
part,2,noun,masculine,parte,A1,part
tarot,2,noun,masculine,tarot,B2,tarot
flick,2,noun,masculine,flick,other,flick
taro,2,noun,masculine,taro,A2,taro
crais,2,other,other,crais,other,crais
zbz,2,other,other,zbz,other,zbz
circle,2,other,other,círculo,A1,circle
primates,2,noun,masculine,primate,B1,primates
munna,2,other,other,munna,other,munna
prentice,2,other,other,prentice,other,prentice
beast,2,other,other,beast,other,beast
else,2,other,other,else,other,else
snowboard,2,other,other,snowboard,other,snowboard
tron,2,noun,masculine,tron,other,tron
mcdeere,2,other,other,mcdeere,other,mcdeere
clementine,2,noun,feminine,clementina,A1,clementine
gm,2,other,other,gm,other,GM
low,2,other,other,low,other,low
chronicle,2,other,other,cronica,other,chronicle
hail,2,other,other,hail,other,hail
elm,2,noun,masculine,olmo,A2,elm
punks,2,other,masculine,punk,other,punks
kayak,2,noun,masculine,kayak,A2,kayak
aron,2,noun,masculine,aron,other,aron
evening,2,noun,feminine,tarde,A1,evening
corporation,2,other,other,corporation,other,corporation
riff,2,other,other,riff,other,riff
same,2,other,other,same,other,same
brewer,2,noun,masculine,cervecero,B1,brewer
maxi,2,adjective,other,máxi,A2,maxi
venture,2,other,other,venture,other,venture
woon,2,other,other,woon,other,woon
coffee,2,noun,masculine,café,A1,coffee
minibar,2,noun,masculine,minibar,A2,minibar
hess,2,other,other,hess,other,hess
kebab,2,noun,masculine,kebab,A1,kebab
waller,2,other,other,waller,other,waller
nitro,2,other,other,nitro,other,nitro
demon,2,noun,masculine,demonio,B1,demon
tung,2,other,other,tung,other,tung
blossom,2,other,other,blossom,other,blossom
winger,2,other,other,winger,other,winger
gross,2,adjective,other,grosero,B1,gross
partridge,2,other,other,perdiz,other,partridge
taelon,2,other,other,taelón,other,taelon
platt,2,other,other,platt,other,platt
tuba,2,noun,feminine,tuba,A1,tuba
empanadas,2,noun,feminine,empanada,A2,empanadas
narn,2,other,other,narn,other,narn
boulder,2,other,other,boulder,other,boulder
sports,2,noun,other,deporte,A1,sports
beh,2,other,other,beh,other,beh
soufflé,2,noun,masculine,soufflé,B2,soufflé
lange,2,other,other,lange,other,lange
geller,2,other,other,Geller,other,Geller
yorker,2,noun,masculine,yorker,other,yorker
rv,2,other,other,rv,other,rv
flip,2,other,other,flip,other,flip
ives,2,other,other,ives,other,ives
precious,2,adjective,other,precioso,B2,precious
kunta,2,other,other,kunta,other,kunta
mgm,2,other,other,mgm,other,mgm
defiant,2,adjective,other,desafiante,B2,defiant
told,2,other,other,told,other,told
quint,2,other,other,quint,other,quint
pita,2,noun,feminine,pita,A2,pita
pinkie,2,noun,other,pinkie,other,pinkie
brie,2,noun,masculine,brie,B2,brie
short,2,adjective,neuter,corto,A1,short
sg-1,2,other,other,sg-1,other,sg-1
scorpion,2,noun,masculine,escorpión,B1,scorpion
habitable,2,adjective,other,habitable,B1,habitable
senpai,2,other,other,senpai,other,senpai
budd,2,other,other,budd,other,budd
rao,2,other,other,rao,other,rao
agos,2,other,other,agos,other,agos
arn,2,other,other,arn,other,arn
puff,2,noun,masculine,puff,A1,puff
vintage,2,adjective,other,vintage,B2,vintage
ev,2,other,other,ev,other,ev
morel,2,noun,feminine,morela,B2,morel
dig,2,verb,other,cavar,A2,dig
bunty,2,other,other,bunty,other,bunty
hardman,2,other,other,hardman,other,hardman
messer,2,other,other,messer,other,messer
groves,2,other,other,groves,other,groves
gap,2,other,other,gap,other,gap
smalls,2,other,other,smalls,other,smalls
wifi,2,noun,masculine,wifi,A1,wifi
clips,2,noun,masculine,clip,A1,clips
nope,2,other,other,nope,other,nope
cave,2,noun,feminine,cueva,A1,cave
wai,2,other,other,wai,other,wai
tegan,2,other,other,tegan,other,tegan
twin,2,noun,masculine,gemelo,A2,twin
tours,2,noun,masculine,tour,A1,tours
pianos,2,noun,masculine,piano,A1,pianos
ride,2,verb,other,montar,A1,ride
stack,2,other,other,stack,other,stack
irreparable,2,adjective,other,irreparable,C1,irreparable
zhu,2,other,other,zhu,other,zhu
whoo-hoo,2,other,other,whoo-hoo,other,whoo-hoo
playoffs,2,other,other,playoffs,other,playoffs
rai,2,other,other,rai,other,rai
ph,2,other,other,ph,other,pH
chapel,2,other,other,chapel,other,chapel
century,2,noun,masculine,siglo,A2,century
c.c.,2,other,other,c.c.,other,c.c.
wills,2,other,other,wills,other,wills
freedom,2,other,other,libertad,A2,freedom
paella,2,noun,feminine,paella,A2,paella
mole,2,noun,feminine,mole,A2,mole
isi,2,other,other,isi,other,isi
vial,2,noun,masculine,vial,A2,vial
hashtag,2,other,other,hashtag,A2,hashtag
freak,2,other,other,freak,other,freak
sum,2,noun,feminine,suma,A1,sum
whiteside,2,other,other,whiteside,other,whiteside
blackberry,2,other,feminine,mora,A1,blackberry
drill,2,verb,other,taladrar,A2,drill
pretzel,2,other,other,pretzel,other,pretzel
charming,2,adjective,other,encantador,B1,charming
kota,2,noun,feminine,kota,other,kota
koko,2,other,other,koko,other,koko
nutria,2,noun,feminine,nutria,A1,nutria
kame,2,other,other,kame,other,kame
professor,2,noun,masculine,profesor,B2,professor
judi,2,other,other,judi,other,judi
char,2,other,other,char,other,char
mallard,2,other,other,mallard,other,mallard
dahl,2,noun,masculine,dahl,B1,dahl
project,2,noun,masculine,proyecto,B1,project
cassette,2,noun,feminine,cassette,A2,cassette
hahn,2,other,other,hahn,other,hahn
bray,2,other,other,bray,other,bray
grogan,2,other,other,grogan,other,grogan
shot,2,other,other,shot,other,shot
theta,2,other,other,theta,other,theta
blogs,2,noun,masculine,blog,A2,blogs
silicon,2,noun,masculine,silicio,A1,silicon
sock,2,other,neuter,calcetín,A1,sock
many,2,other,other,many,other,many
koch,2,other,other,koch,other,koch
police,2,other,other,policía,A2,police
deal,2,other,other,deal,other,deal
doll,2,noun,feminine,muñeca,A1,doll
manor,2,other,other,manor,other,manor
wife,2,noun,feminine,esposa,A1,wife
toy,2,noun,masculine,juguete,A1,toy
tick,2,noun,masculine,tic,A1,tick
sark,2,other,other,sark,other,sark
bring,2,verb,other,traer,A1,bring
half,2,other,other,half,other,half
boxer,2,noun,masculine,boxeador,A2,boxer
battle,2,noun,feminine,batalla,A2,battle
scar,2,noun,feminine,cicatriz,B1,scar
ng,2,other,other,ng,other,ng
smoking,2,other,other,smoking,other,smoking
touch,2,other,other,touch,other,touch
neuro,2,other,other,neuro,B2,neuro
banshee,2,other,other,banshee,other,banshee
version,2,noun,feminine,versión,A2,version
drop,2,other,other,drop,other,drop
ester,2,noun,feminine,éster,B1,ester
lacy,2,adjective,feminine,lacia,B1,lacy
iy,2,other,other,iy,other,iy
slam,2,other,other,slam,other,slam
vinick,2,other,other,vinick,other,vinick
uou,2,other,other,uou,other,uou
ta-da,2,other,other,ta-da,other,ta-da
close,2,other,other,close,other,close
burn,2,verb,other,arder,B1,burn
doing,2,other,other,doing,other,doing
ak,2,other,other,ak,other,ak
productions,2,other,other,productions,other,productions
hat,2,other,other,hat,other,hat
miko,2,other,other,miko,other,miko
seol,2,other,other,seol,other,Seol
molotov,2,other,other,molotov,other,Molotov
hummer,2,other,other,hummer,other,hummer
doom,2,other,other,doom,other,doom
suicide,2,noun,masculine,suicidio,B2,suicide
epidural,2,noun,feminine,epidural,B2,epidural
g.i.,2,other,other,g.i.,other,g.i.
gently,2,adverb,other,gentilmente,B1,gently
rooster,2,other,masculine,gallo,A1,rooster
uday,2,other,other,uday,other,uday
sep,2,other,other,sep,other,sep
chiang,2,other,other,Chiang,other,Chiang
randi,2,other,other,randi,other,randi
pick,2,other,other,pick,other,pick
bath,2,noun,feminine,baño,A1,bath
ignores,2,verb,other,ignorar,A2,ignores
poncho,2,noun,masculine,poncho,A1,poncho
office,2,other,other,oficina,A1,office
hitman,2,other,other,hitman,other,hitman
irv,2,other,other,irv,other,irv
strikes,2,verb,other,strike,B1,strikes
shambo,2,other,other,shambo,other,shambo
amateurs,2,other,other,amateurs,other,amateurs
holder,2,other,other,holder,other,holder
bubs,2,other,other,bubs,other,bubs
medium,2,noun,masculine,medio,A2,medium
ape,2,other,other,ape,other,ape
rave,2,noun,feminine,rave,other,rave
mouch,2,other,other,mouch,other,mouch
kids,2,other,other,niños,A1,kids
fast,2,adjective,other,rápido,A1,fast
lundy,2,other,other,lundy,other,lundy
i1,2,other,other,i1,other,i1
henna,2,noun,feminine,henna,A2,henna
villas,2,noun,feminine,villa,A2,villas
inside,2,other,other,inside,other,inside
sync,2,other,other,sync,other,sync
wise,2,adjective,other,sabio,B2,wise
perfect,2,adjective,other,perfecto,B2,perfect
guys,2,other,other,chicos,A1,guys
porky,2,other,other,porky,other,porky
winn,2,other,other,winn,other,winn
crew,2,noun,other,crew,other,crew
sik,2,other,other,sik,other,sik
yog,2,other,other,yog,other,yog
might,2,other,other,might,other,might
dec,2,other,other,dec,other,dec
katana,2,noun,feminine,katana,B1,katana
souvenir,2,noun,masculine,souvenir,A2,souvenir
navy,2,other,other,navy,other,navy
xiang,2,other,other,xiang,other,xiang
remember,2,verb,other,recordar,B1,remember
lower,2,other,other,lower,other,lower
pond,2,noun,masculine,pond,other,pond
agha,2,other,other,agha,other,agha
kidd,2,other,other,kidd,other,kidd
vhs,2,other,other,VHS,other,VHS
sting,2,other,other,sting,other,sting
teen,2,noun,masculine,teen,A2,teen
suh,2,other,other,suh,other,suh
zip,2,other,other,zip,other,zip
penner,2,other,other,penner,other,penner
dang,2,other,other,dang,other,dang
sonata,2,noun,feminine,sonata,B1,sonata
mass,2,noun,feminine,masa,A1,mass
drone,2,noun,masculine,dron,B1,drone
lefty,2,other,other,lefty,other,lefty
found,2,verb,other,encontrar,B1,found
zinc,2,noun,masculine,zinc,A2,zinc
pelt,2,noun,masculine,pelt,other,pelt
uff,2,other,other,uff,A1,uff
blye,2,other,other,blye,other,blye
rebel,2,adjective,masculine,rebelde,B1,rebel
pictures,2,other,other,picture,other,pictures
bears,2,other,other,bear,other,bears
spam,2,other,other,spam,A1,spam
niro,2,other,other,Niro,other,Niro
dowd,2,other,other,dowd,other,dowd
sog,2,other,other,sog,other,sog
quick,2,adjective,other,rápido,A2,quick
lala,2,other,other,lala,other,lala
hanks,2,other,other,hanks,other,hanks
pass,2,other,other,pass,other,pass
sons,2,noun,masculine,hijo,A1,sons
age,2,noun,feminine,edad,A1,age
shue,2,other,other,shue,other,shue
lolly,2,other,other,lolly,A1,lolly
shiv,2,other,other,shiv,other,shiv
peri,2,other,other,peri,other,peri
dear,2,other,other,dear,other,dear
fane,2,other,other,fane,other,fane
galu,2,other,other,galu,other,galu
stringer,2,other,other,stringer,other,stringer
mach,2,other,other,mach,other,mach
ftl,2,other,other,ftl,other,ftl
filial,2,adjective,feminine,filial,B2,filial
tone,2,noun,masculine,tono,A1,tone
cleaver,2,noun,feminine,cuchilla,A2,cleaver
yah,2,other,other,yah,other,yah
marginal,2,adjective,masculine,marginal,B2,marginal
b.b.,2,other,other,b.b.,other,b.b.
sec,2,other,other,sec,other,sec
kind,2,other,other,kind,other,kind
jie,2,other,other,jie,other,jie
farm,2,noun,feminine,granja,A1,farm
pollard,2,noun,masculine,pollard,other,pollard
bills,2,other,other,facturas,A1,bills
astra,2,other,other,astra,other,astra
cappuccino,2,noun,masculine,cappuccino,A1,cappuccino
does,2,other,other,does,other,does
sash,2,other,other,sash,other,sash
bagels,2,other,other,bagel,other,bagels
indian,2,adjective,other,indio,A2,Indian
codis,2,other,other,codis,other,codis
guerrillas,2,noun,feminine,guerrilla,B2,guerrillas
truth,2,other,other,truth,other,truth
dial,2,noun,masculine,dial,other,dial
imaginable,2,adjective,other,imaginable,B2,imaginable
mag,2,other,other,mag,other,mag
food,2,other,neuter,comida,A1,food
bran,2,noun,masculine,bran,A2,bran
haas,2,other,other,haas,other,haas
peaches,2,other,other,duraznos,A1,peaches
holm,2,other,other,holm,other,holm
flower,2,noun,feminine,flor,A1,flower
bodie,2,other,other,bodie,other,bodie
highway,2,noun,feminine,autopista,A2,highway
verity,2,other,other,verity,other,verity
enema,2,noun,feminine,enema,B1,enema
paintball,2,noun,masculine,paintball,A1,paintball
pardon,2,other,other,pardon,other,pardon
someone,2,pronoun,other,alguien,A1,someone
subnormal,2,adjective,other,subnormal,B2,subnormal
kalle,2,other,other,kalle,other,kalle
lazar,2,other,other,Lázar,other,Lazar
vash,2,other,other,vash,other,vash
buyeo,2,other,other,buyeo,other,buyeo
guam,2,other,other,guam,other,Guam
elin,2,other,other,elin,other,elin
controversial,2,adjective,other,controversial,B2,controversial
humpty,2,other,other,humpty,other,humpty
gradual,2,adjective,masculine,gradual,B1,gradual
jalen,2,other,other,jalen,other,jalen
penumbra,2,noun,feminine,penumbra,B1,penumbra
gurney,2,other,other,gurney,other,gurney
floral,2,adjective,feminine,floral,B1,floral
armadillo,2,noun,masculine,armadillo,A1,armadillo
rox,2,other,other,rox,other,rox
broken,2,adjective,other,roto,B1,broken
aitu,2,other,other,aitu,other,aitu
tweet,2,noun,masculine,tweet,A1,tweet
korsak,2,other,other,korsak,other,korsak
dodger,2,other,other,dodger,other,dodger
demi,2,other,other,demi,other,demi
onn,2,other,other,onn,other,onn
fai,2,other,other,fai,other,fai
dollar,2,noun,masculine,dólar,A2,dollar
special,2,adjective,other,especial,A2,special
av.,2,other,other,av.,other,av.
yellow,2,adjective,other,amarillo,A1,yellow
bent,2,adjective,other,bent,B1,bent
libido,2,noun,feminine,libido,B2,libido
piers,2,noun,masculine,pier,A2,piers
cady,2,other,other,cady,other,cady
terrier,2,noun,masculine,terrier,A1,terrier
double,2,other,other,double,other,double
children,2,other,other,children,other,children
nai,2,other,other,nai,other,nai
crescent,2,other,other,crescent,other,crescent
flamingo,2,noun,masculine,flamenco,A1,flamingo
durst,2,other,other,durst,other,durst
security,2,other,other,seguridad,B1,security
hoshi,2,other,other,hoshi,other,hoshi
virgo,2,noun,masculine,virgo,B1,virgo
kun,2,other,other,kun,other,kun
ely,2,other,other,ely,other,ely
razor,2,noun,masculine,rasuradora,A1,razor
pitcher,2,noun,masculine,pitcher,other,pitcher
flight,2,noun,masculine,vuelo,A2,flight
buses,2,noun,masculine,bus,A1,buses
purple,2,adjective,other,púrpura,A2,purple
mahjong,2,other,other,mahjong,other,mahjong
pet,2,noun,masculine,mascota,A1,pet
ía,2,other,other,ía,other,ía
dock,2,other,other,dock,other,dock
looking,2,verb,other,mirar,A1,looking
cully,2,other,other,cully,other,cully
gul,2,other,other,gul,other,gul
crisp,2,other,other,crisp,other,crisp
ono,2,other,other,ono,other,ono
kree,2,other,other,kree,other,kree
rom,2,other,other,rom,other,rom
